filename	reference_text	transcribed_text
common_voice_he_39327105	הוא פגע רק ב בשר וה עור אשר עליו מוצק היה	הוא פגע רק ב בשר וה עור אשר עליו מוצק היה
common_voice_he_39327107	זה אשר גדול לראות אתכם	זה אשר גדול לראות אתכם
common_voice_he_39327109	מה ה בשורה תחת ה שמים	מה ה בשורה תחת ה שמים
common_voice_he_39327110	וה קף ה שטח ה פתוח בה קטן ב הרבה מה סטנדרטים ה בינלאמיים ה קימים	וה קף ה שטח ה פתוח בה קטן ב הרבה מה סטנדרטים ה בינלאמיים ה קימים
common_voice_he_39327112	הריהו מדבר ב שפת סוסים	הרי הוא מדבר ב שפת סוסים
common_voice_he_39327118	אין אני בטוח כל עקר ש ראוי אני ל כך	אין אני בטוח כל עקר ש ראוי אני ל כך
common_voice_he_39327119	כל ה מחלקות חיבות לגשת ב מרץ ל עבודה ו להשתדל ב כל ה כחות להגדיל את חלקן	כל ה מחלקות חיבות לגשת ב מרץ ל עבודה ו להשתדל ב כל ה כחות להגדיל את חלקן
common_voice_he_39327120	ב נשימה אחת כמו פרה	ב נשימה אחת כמו פרה
common_voice_he_39327121	ספרה ש אתה ו בת דודך רוצים ל נסע הביתה	ספרה ש אתה ו בת דודך רוצים ל נסע הביתה
common_voice_he_39327123	ו עם כל זה היא כותבת מאמרים ו רק זה מענין אותה	ו עם כל זה היא כותבת מאמרים ו רק זה מענין אותה
common_voice_he_39327124	כש תצא מכאן שוב אשאר לבדי	כש תצא מכאן שוב אשאר לבדי
common_voice_he_39327125	נבקש לצין כי ב מקרים מתאימים תבחן גם ה אפשרות ל עתר ל מעצר ממש עד תם ה הליכים	נבקש לצין כי ב מקרים מתאימים תבחן גם ה אפשרות ל עתר ל מעצר ממש עד תם ה הליכים
common_voice_he_39327126	מצאנו את ה לוח	מצאנו את ה לוח
common_voice_he_39327137	איני רוצה איני יכול	איני רוצה איני יכול
common_voice_he_39327138	אם תסכימו הריני מוכן לעשות בקר קצר ב חדרו	אם תסכימו הריני מוכן לעשות ב קור קצר ב חדרו
common_voice_he_39327139	מה טוב היה לי לו יכלתי להאמין	מה טוב היה לי לו יכלתי להאמין
common_voice_he_39327140	כל ה שאר אינו ו לא כלום לעמת קשי זה	כל ה שאר אינו ו לא כלום לעמת קשי זה
common_voice_he_39327141	כל מה ש טפחתי ב עמק לבי ב שנה ה אחרונה אין להם עדין יסוד איתן	כל מה ש טפחתי ב עמק לבי ב שנה ה אחרונה אין להם עדין יסוד איתן
common_voice_he_39327147	גם כי יזקין לא יסור ממנה	גם כי הזקין לא יסור ממנה
common_voice_he_39327148	יש לנו הרבה מה לומר ב הקשר של אותם נושאים ש מפקדים בידי משטרת ישראל	יש לנו הרבה מה לומר ב הקשר של אותם נושאים ש מפקדים בידי משטרת ישראל
common_voice_he_39327151	ה ארץ ש על ידי חיים כ אלה עומדת להבנות	ה ארץ ש על ידי חיים כ אלה עומדת להבנות
common_voice_he_39327152	מובן ש לא בין יהודים כ אלה חפשיים עמלים שקטים ול דעתי גם מאשרים	מובן ש לא בין יהודים כ אלה חפשים עמלים שקטים ול דעתי גם מאשרים
common_voice_he_39327181	ו כך ב כל פעם יש איזה שנוי	ו כך ב כל פעם יש איזה שנוי
common_voice_he_39327182	ה שעה כעת היא שתים ו חצי לאחר חצות	ה שעה כעת היא שתים ו חצי לאחר חצות
common_voice_he_39327183	מול ארגז ה גזרות ה מישן ה זה ש עכשו מטילים ל פתחנו	מול ארגז ה גזרות ה מישן ה זה ש עכשו מתינים ל פתחנו
common_voice_he_39327184	יפה מאוד	יפה מאוד
common_voice_he_39327185	רק יוסי עמד כש עיניו פקוחות ו מזהירות ו פיו אינו פוסק מ למלמל	רק יוסי עמד כש עיניו פקוחות ו מזהירות ו פיו אינו פוסק מ למלמל
common_voice_he_39327196	ו באמת הלכנו ו לא ידענו ל אן	ו באמת הלכנו ו לא ידענו ל אן
common_voice_he_39327197	ש תהליך חנוכי ל הפחתת ה אלימות הוא מאמץ יומיומי מתמשך ו ארך טוח	ש תהליך חנוכי ל הפחתת ה אלימות הוא מאמץ יומיומי מתמשך ו ארך טוח
common_voice_he_39327198	ו לא זכרו בני ישראל את יהוה אלהיהם ה מציל אותם מ יד כל איביהם מ סביב	ו לא זכרו בני ישראל את ה אלהיהם ה מציל אותם מ יד כל אויביהם מ סביב
common_voice_he_39327199	ה כלבה הביאה ל אור ה עולם שני גורים	ה כלבה הביאה ל אור ה עולם שני אגורים
common_voice_he_39327200	וב עת רחמים בין ה שמשות	וב עת רחמים בין ה שמשות
common_voice_he_39327214	במקום לקחת גדר בטחונית ב מקום ש מפריד ו עוצר טרוריסטים	במקום לקחת גדר בטחונית ב מקום ש מפריד ו עוצר טרוריסטים
common_voice_he_39327215	אומרים אהבה יש ב עולם מה זאת אהבה	אומרים אהבה יש ב עולם מה זאת אהבה
common_voice_he_39327216	אם השערתו של ה נורוגי נכונה היא הריני מציע את עצמי ל עזרתך	אם השערתו של ה נורבגי נכונה היא הריני מציע את עצמי ל עזרתך
common_voice_he_39327217	אם לא גמלת עלי את ה חסד	אם לא גמלת עלי את ה חסד
common_voice_he_39327218	היתה לנו אספה קצרה ו כלנו הסכמנו ללכת ל מורד	היתה לנו אספה קצרה ו כלנו הסכמנו ללכת ל מורד
common_voice_he_39642806	מגיעים ל תוצאות ו מגיעים ל תוצאות טובות ו מעלות	מגיעים ל תוצאות ו מגיעים ל תוצאות טובות ו מעלות
common_voice_he_39642807	ב קריאת מכתב ש קבלתי כאשר בקרתי ב נצרים	ב קריאת מכתב ש קבלתי כאשר בקרתי ב נצרים
common_voice_he_39642808	חלק גדול מהם לא נמצאים כאן	חלק גדול מהם לא נמצאים כאן
common_voice_he_39642809	ה דין של ירושלים לא יחרץ על ידי קבוצה פרובוקטיבית ו מתסכלת זו	ה דין של ירושלים לא יחרץ על ידי קבוצה פרובוקטיבית ו מתסכלת זו
common_voice_he_39642810	לא רק ה שכבות ה חלשות יפלו בו ו יסבלו ממנו	לא רק ה שכבות ה חלשות יפלו בו ו יספלו ממנו
common_voice_he_39642811	זה לא מתחיל מ זה ש לא גובים ארנונה	זה לא מתחיל מ זה ש לא גובים ארנונה
common_voice_he_39642813	כי אם זה תלוי ב חלק מה יושבים פה	כי אם זה תלוי ב חלק מה יושבים פה
common_voice_he_39642814	אז יקרה משהו או לא יקרה משהו	אז יקרה משהו או לא יקרה משהו
common_voice_he_39642815	אז מה מצפים ש נחשב לגבי ה זקנים	אז מה מצפים ש נחשב לגבי ה זקנים
common_voice_he_39642817	ו אפלו כפרים ערביים ש נופלים ב קטגוריה ה זאת הוצאו מה רשימה	ו אפלו כפרים ערביים ש נופלים ב קטגוריה ה זאת הוצאו מה רשימה
common_voice_he_39642818	אבל היא תדבר במשך שבע דקות	אבל היא תדבר במשך שבע דקות
common_voice_he_39642819	אז ה יזמה ל הקמת ה יחידה היא מפארת	אז ה יזמה ל הקמת ה יחידה היא מפארת
common_voice_he_39884492	הרי הוא צמח ב שכונה ד ב באר שבע	הרי הוא צמח ב שכונה ד ב באר שבע
common_voice_he_38078769	רק ה לבנה וה כוכבים האירו את ה דרך	רק ה לבנה וה כוכבים האירו את ה דרך
common_voice_he_38078770	אף איש לא זז מ מקומו	אף איש לא זז מ מקומו
common_voice_he_38078771	יש פה חמר מגון מאוד של ספרים כי רב ה אנשים הביאו משהו	יש פה כ מר מגון מאוד של ספרים כי רב ה אנשים הבינו משהו
common_voice_he_38078772	כמה צעיר אתה	כמה צעיר אתה
common_voice_he_38078773	כוכבי שמים זה עם זה סחים	כאבי שמים זה עם זה סכין
common_voice_he_38078774	הו כמה קשה ל כתב עוד ה כל	או כמה קשה ל כתב עוד ה כל
common_voice_he_38078776	כי אחרי ה כל נקשרים ל מקום ול אנשים ב מדה ש קשה לתארה ב שעה שאת נמצאת בו	כי אחרי ה כל נקשרים ל מקום ו אנשים ב מדה ש קשה ל טהרה ב שעה שאת מוצאת
common_voice_he_38078777	אני אוהבת את ה ארץ או יותר נכון אני רוצה לאהב	אני אוהבת את ה ארץ ו יותר נכון אני רוצה להראות
common_voice_he_38078778	אני הייתי שם ב אמריקה שלך	אני הייתי שם ב אמריקה שלך
common_voice_he_38078779	תהא זו ה יצירה העמקה וה מקורית ביותר ב דורה	תהיה זו ה ישירה העמקה וה מקורית ביותר ב זורה
common_voice_he_38078780	ב סופו של דבר לאחר שיבשו ה דמעות הרגשתי שב כל זאת הטבתי עשות	ב סופו של דבר לאחר שיבשו ה דמעות הרגשתי שב כל זאת חטבתי לעשות
common_voice_he_38078781	אמר ה מורה ש איזה ילד ילך אתה הביתה	אמר ה מורה שה ילד ילך אתה הביתה
common_voice_he_38078782	למרות שה תאריך ה זה ראש ה שנה ה אזרחי אינו מקבל ב ארץ כ ראש ה שנה	למרות שה תריק ה זה ראש ה שנה ה אזרחי אינו מקבל ב ארץ כ ראש ה שנה
common_voice_he_38078783	רוח צוננת חדה השתוללה ב רחובות	רוח צרננו חטא השתוללה ב לכבות
common_voice_he_38078784	ו משפחה ש הכנסתה גבוהה תשלם מס על ה קצבאות	ל משפחה ש הכנסתה גבוה תשלם מס על ה קצבאות
common_voice_he_38078785	פה ב בית ספר ב כל מקום את ה חפש את ה אנושיות	הוא ב בית ספר ב כל מקום את ה חפש את ה אנושיות
common_voice_he_38078786	מוחק אחת ו מציר אחרת ב מקומה	מוחק אחת מציר אחרת ב מקומה
common_voice_he_38078787	חתול דע לך לעולם אינו נזוק ב נפילה	חתול דע לך לעולם אלו נזעק ו נטילה
common_voice_he_38085633	צמרות ה עצים נעו ב עדינות ב רוח ה חמימה	שמורות ה עצים נעו ב עדינות ל רוח ה חמימה
common_voice_he_38085634	על עבודתי חיי יום יום אני כותבת הביתה	על עבודתי חיי יום יום אני כותבת הביתה
common_voice_he_38085635	ה קיר ה זה לבן מדי	ה קיר ה זה לבן מדי
common_voice_he_38085636	עם הרים ו עמקים עטופי דשא	אין הרים ו עמקים עטופי דשא
common_voice_he_38085637	אדע אותה ב זמן ה קרוב	עדה אותה ב זמן ה כלוף
common_voice_he_38085643	עומד לרדת גשם	עומד לרדת גשם
common_voice_he_38085644	לפי דעתי הרי טוב ש מצאת אגרת זו	לפי דעתי הרי טוב ש מצאת יגאל את זה
common_voice_he_38085645	כש חזרתי ראיתי ב חלון ב תחנה ה מרכזית את ‘ החטא ו ענשו	כש חדרתי ראיתי ב חלון ב תקנה ה מרכזית את ה חטא ו ענשו
common_voice_he_38085646	ה גגון של תבן וה חלונות קטנים	ה גאול של שדה בל ב חלונות קטנים
common_voice_he_38085648	בכלל ב ימים ה אחרונים השתלט פה מצב קשה	בכלל ב ימים ה אחרונים השתלט ב מצב קשה
common_voice_he_38085649	אבל יחד עם זה אני רוצה להתגבר על ה קשי ו להמשיך דוקא ב עברית	אבל יחד עם זה אני רוצה להתגבר עליו קשי ו להמשיך דוקא ב עברית
common_voice_he_38085651	מ אין לך זאת כבר היית שם	מה אין לך זאת כבר היית שם
common_voice_he_38085652	נלחמו בי ה יצר ה טוב וה יצר ה רע	נלחמו בי ה יצר ה טוב וה יצר ה רע
common_voice_he_38085653	סבא ש היה דיג בן דיגים טבע ב ים ב אחת ה סערות ה עזות ש פגעו בו	סבא ש היה דיג בין דיגים טבע ב ים ב אחת ה סערות ה עזות ש באו
common_voice_he_38085655	אבל לכתב על מה לכתב	אבל לכתב על מה לכתב
common_voice_he_38085657	היא שתקה כמו אבן ו רק עיניה ה גדולות וה דועכות הביטו עלי	היא שתקה כמו אבן ו רק עיניה ה גדולות וה דוחות הביטו עלי
common_voice_he_38094116	ב כפר ספרו ש הוא חולה מאד	ב כפר ספרו ש הוא חולה מאוד
common_voice_he_38094117	ו אנשים מ ענינים נדירים כל כך	ו אנשים מענינים ל גרים כל כך
common_voice_he_38094118	אחת את ו יחידה טבעת ענקית כובלת	אחת עד ו יחידה טבעת ענקית קובלת
common_voice_he_38094124	ו הנני קרה כ שמש ה סתו	ו כי נעיני תרע כ שמש עשתה
common_voice_he_38094125	אני רוצה לקנות בגדים ב יום שלישי	אני רוצה לקנות בגדים ב יום שלישי
common_voice_he_38094126	ו חלקן לא משלמות משכורות זה כמה חדשים	ו חלקן לא ב שלמות משכורות זה כמה חדשים
common_voice_he_38094128	מה ערכה של ה אבן ב כסף	מה ה ערכה של ה אבן ב כסף
common_voice_he_38104806	ה קפה שלי חמוץ אבל לא ב אפן מגזם	ה קפה שלי חמות אבל לא ב אפן מגזם
common_voice_he_38104807	אגב קראו לו כאן “ הציר ה איטלקי ”	אגב קראו לו כאן ה ציר ה איטלקי
common_voice_he_38104808	לא נעים לי להגיד לכם את ה אמת	לא נעים לי להגיד לכם את ה אמת
common_voice_he_38104809	אין לו דפוסים קבועים או נסח אחת	אינו דפוסים תלויים או נסח אחת
common_voice_he_38104821	הייתי רוצה להזמין סושי צמחוני ה יום ב ערב	הייתי רוצה להזמין סושי צמקוני ה יום ב ערב
common_voice_he_38104823	ספר ו כתב על ה נעשה אצלך בכלל וב פרט	ספר ו כתב על ה נעשה אצלך בכלל וב פרט
common_voice_he_38104824	עם ה ילקוט על ה שכם ו בו חבילת ה בגדים	עם ה ילקוט על ה שכם ו בו חבילת ה בגדים
common_voice_he_38104831	ה שמים נתקשטו ב בגדי תכלת חדשים כ ביום חג	ה שמים נתקשטו ב בגדי תכלת חדשים כ ביום חג
common_voice_he_38104832	אני משכנע ש רבן ה מכריע הן מצביעות לכוד	אני משכנע ש רבן ה מכריע הן מצביעות לכוד
common_voice_he_38104834	ב חוץ משתוללת רוח אימה ול פרקים גם קצת מטפטף	ב חוץ משתוללת רוח אימה ול פרקים גם קצת קטפטפת
common_voice_he_38115877	תמיד רצתה רותי לדעת מה עשו ול שאלותיה לא היה סוף	תמיד רצתה רותי לדעת מי עשו ול שאלותיה לא היה סוף
common_voice_he_38115879	אבל ב אותו זמן בא איזה אדם ו בשר שה ילדים נמצאים ב עיר אחרת	אבל ב אותו זמן בא על ידי אדם ו בשל ש ילדים נמצאים ב עיר אחרת
common_voice_he_38118859	כלי תקוה שה אזניות לא התקלקלו כש טבלו ב כוס ה תה	כלי תקוה שה אזניות לא יתקלקלו כש טבלו ב כוס ה תה
common_voice_he_38118861	ה ירח מאוד בהיר ה לילה	ה ירח מאוד ב היל על ה עגה
common_voice_he_38118862	אבל ל רב ב רגעים כ אלה אינני כותבת	אבל ל רב ב רגעים כ אלה אינני כותבת
common_voice_he_38118863	אל תמהרי לכי הביתה ו נוחי קצת	אל תמארי לכי הביתה ו לא קצת
common_voice_he_38118866	אף פעם לא הבנתי למה ש משום יקר כל כך	אף פעם לא הבנתי למה שונשון יקר כל כך
common_voice_he_38118867	חסר מים לכלוך מבהיל זבובים ו מעל ל כל חול	חסר מים לכלוך מפעיל זבובים ומ אל ה חול חול
common_voice_he_38118868	אני צריכה להתרגל ל זה	אני שקל להתרגל ל זה
common_voice_he_38118869	כעת הנהו בן שבע	כעת אילנו בן שבת
common_voice_he_38118870	להתקין מלכדת ל תרנגולות ש החלו להתחצף ב שנים ה אחרונות	להתקין מלכדת ל סרנבולות ש החלו להתחשב ב שנים ה אחרונות
common_voice_he_38118871	מובן שה פעם איני מתנגדת ל זריקה	מובן שה פעם איני מתנגדת ל דריקה
common_voice_he_38118873	ככה ממהרים לקים מצוה ו לתת נדבה ל עני	ככה ממהרים לקים מצוה ו לתת נדבה ל עני
common_voice_he_38118874	מאז התהלך ה אנגלי ו דעתו אינה שפויה עליו	מ יד ה תהלק ה אנגלי ו דעתו אינה שפויה עליו
common_voice_he_38118875	ל כל התחלה יש ה סוף שלה	ל כל התחלה יש ה סוף שלה
common_voice_he_38118876	נוח לו ל אדם להקבר עמק ב אדמה מאשר ללכת ל מדינה ארורה זו	נח לו ל אדם ו יקבר עמק ב אדמה מאשר ללכת ל מדינה ארורה זו
common_voice_he_38118877	היא נגועה ב אי צדק כלפי ה צד ה פלסטיני	אי נגוח ו אי צדק כלפי ה צד ה פלסטיני
common_voice_he_38118878	רוצה להיות חפשית	רוצה להיות חפשית
common_voice_he_38118879	אפלו ה גוי מה כפר שלי מ אוקראינה היה קובר עצמו חי מ קנאה	אפלו ה גוי מה כפר שלי מ אוקראינה חיה כובל עצמו חי עם מתינה
common_voice_he_38142066	ו עכשו כבר מתקרבים ל סוף	ו עכשו כבר מתקרבים ל סוף
common_voice_he_38142067	זקנה על מטתה ב אפל מתאנחת	זקינה על מטתה ב אפל נתן אחת
common_voice_he_38142068	ה בלון ה אדם עף גבוה ב הרבה מה בלון ה ירק	ה בלון ה אדם אך גבוה ב הרדי מה בלון ה ירק
common_voice_he_38142069	אתה ש נולדת כאן הרי אין סכנה ש לא תחזר	אתה ש נולדת כאן הרי אין סכנה ש לא תחזר
common_voice_he_38142070	אני מרגישה ש אני כותבת לא בדיוק מה שב רצוני לבטא	אני מרגישה ש אני כותבת לא בדיוק מה שב רצוני לבטא
common_voice_he_38142071	זכויות ה אדם לא נבחנות רק ב זכות להפגין	זכויות ה אדם לא נבחנות רק ב זכות ל הפתיד
common_voice_he_38142073	מ מכתבך נודע לי ש כבר עזבת לגמרי איך ה הרגשה	מ מכתבך נודע לי ש כבר עזבת לגמרי איך הרגשה
common_voice_he_38142074	בא ה מורה ו אמר כי ה מחלקה יצאה ל טיול עם ה מורה	בא ה מורה ו אמר כי ה מחלקה יצאה ל טיול עם ה מורה
common_voice_he_38142075	הוא נסה עוד פעם וה דבר חזר ו נשנה	הוא נסה עוד פעם וה דבר חזר ו נשנה
common_voice_he_38142076	ה ים מאוד גועש נראה לי דגל שחר	היה מאוד גועש נראה לי דגל שחר
common_voice_he_38142078	חלק מה נושאים ש פצלו יבואו ל פה ב שבועות ה קרובים	חלק מה נושאים ש פצלו יבואו ל פה ב שבועות ה קרובים
common_voice_he_38142079	הם נותנים לי כוח	הם נותנים לי כוח
common_voice_he_38142080	אני מבחינה גם ב חסרונות ה מוסד ה זה ו בטוחה ש גם מה חסרונות אלמד	אני מבחינה גם ב חסרונות ה מוסד עד אל ו בטוחה ש גם מה חסרונות אלמד
common_voice_he_38142081	דני אבישי אתי רותי ו אמנון ש עמדו סביבו נשתתקו ל שמע דבריו	דני אבישי אתי רותי ו אמנון ש עמדו סביבו השתתקו בשמת דבריו
common_voice_he_38142083	תרשים ה מקדש היה תרשימו של בית מקדש ה יהודים	תרשים ה מקדש היה תרשימו של בית מקדש ה יהודים
common_voice_he_38142084	לי אל תספר מעשיות	לי אל תספר מעשיות
common_voice_he_38142085	אין הוא זוחל כי אם מרקד	אין הוא זוחל כי אם מרקד
common_voice_he_38142086	ברור שב דרכים רגילות לא נשיג את ה אמצעים ל חפירת באר	ברור שב דרכים רגילות לא נשיג את ה אמצעים ל חפירת באר
common_voice_he_38142087	נתגלה רצון ל עבד ל יצר ו איך הצליחה הפעלה	נתגלה רצון ל עבד ל יצר וה צבי ככה פעלה
common_voice_he_38142088	אתה אתי	אתה אתי
common_voice_he_38142089	היה אור ל רגע וב חוץ נעשה חשך	חיה אור ל רגע וב חוץ נעשה קשך
common_voice_he_38142090	לך אל ה חברה ש יחזירו לך דמי כרטיס ה אניה ו שוב ל מקום ש באת משם	לך אל ה חברה ש החזירו לך דמי כרטיס ה אניה ו שוב ל מקום ש באת ל שם
common_voice_he_38142096	לא תצמיח לא דשא לא עץ	לא תטמיח לא דשא לא עץ
common_voice_he_38142097	כונתי ל התרגשות סביב ה “ מארעות ” ב ארץ ישראל וה קונגרסים ה ציוניים	כונתי ל התרגשות סביבך מ הוראות ב ארץ ישראל וה קונגרסים ה ציוניים
common_voice_he_38142098	עכשו נסעה ל מרחקים	עכשו נסעה ל מרחקים
common_voice_he_38142099	מה אתה מבין ב קולות הנה לך בר סמכא חדש	מה אתה מבין ב קולות הנה לך בא סמך חדש
common_voice_he_38142101	יש לו רק מאפיה ו תנור חם סל גדול ו שלוש שעות מנוחה	יש לו רק מאפיה ו תנור חם סל גדול ו שלוש שעות מלוכה
common_voice_he_38142102	שני ה הורים שלו עדין ב חיים	שני ה הורים שלו עדין ב חיים
common_voice_he_38142103	אבל אלה עדין אינם ב ידינו	אבל אלה עדין אינם ב ידינו
common_voice_he_38142104	זו ה אירוניה של למודי ה היסטוריה אנחנו תמיד יכולים לשפט בדיעבד	זו ה אירוניה של למודי ה היסטוריה אנחנו תמיד יכולים לשפט בדיעבד
common_voice_he_38142105	כל כך הרבה זמן לא ראיתי אותו	כל כך הרבה זמן לא ראיתי אותו
common_voice_he_38146664	ה מחזיר אתה גם כן ל מי ש הפסיד אצלך	ה מגזיל אתה גם כן ל מי ש הפסיד אצלך
common_voice_he_38146666	כאשר באה שירת ה פליטים היה יוסי ה ילד ה יחיד בין כל אלה ש באו	כאשר בא שירת ה פליטים היה יוסי ה ילד ה יחיד בין כל ה ילד של פאור
common_voice_he_38146667	עיניו הבריקו ו לשונו הסתבכה ב פיו	עיניו הבריקו ו לשונו הסתבכה ב פיו
common_voice_he_38146669	ה אזנים שלי מחדדות גם של סבתא שלי כ אלה	ה אזנים שלי מחדדות גם של סבתא שלי כ אלה
common_voice_he_38146672	משש מעתי ש יש לעשות משהו מ פיך מ יד נצנץ רעיון ב לבי	כשש מעתי ש יש לעשות משהו מ פיך מ יד נצנץ רעיון ב לבי
common_voice_he_38146694	תחלה הלכתי ב רצון אבל אחרי כן ראיתי ש לא כדאי נראה	תחלה הלכתי ב רצון אבל אחרי כן ראיתי ש לא כדאי נראה
common_voice_he_38146695	היא היתה נראית כ ילדה בת תשע ש זה עתה עזבה את בית ה חולים	היא היתה נראית כ ילדה בת תשע ש זה עתה עזבה את בית ה חולים
common_voice_he_38146696	אף פעם לא ראיתי תוכי כל כך מאשר	אף פעם לא ראיתי צוקי כל כך מאשר
common_voice_he_38146702	יש לי ה יום משמעותית יותר חברים מש היו לי ב גיל עשרים	יש לי כ יום משמעותית יותר חברים מש היו לי ב גיל עשרים
common_voice_he_38146703	אולי יש לו מה להגיד	אולי יש לו מה להגיד
common_voice_he_38146705	ו תספר לנו כיצד קרה ה דבר	ו תספר לנו כיצד קרה לך דבר
common_voice_he_38146706	היא הרגישה שמחה ו חכנית	היא הרגישה שמחה ו היכנית
common_voice_he_39844331	לא מדיני לא פוליטי ו לא מגזרי	לא מדיני לא פוליטי ו לא מגזרי
common_voice_he_39844332	מה זה כבודו ה זמן כ דת וכ דין	מה זה כבודו ו זמן כ דת וכ דין
common_voice_he_39844333	ה קול קול אהוד וה ידים ידי ביבי	ה קול קול אהוד וה ידים ידי ביבי
common_voice_he_39753055	ו אפלו יעד כבר מקום ל בית ה משפט ה חדש ב צפת	ו אפלו יעד כבר מקום חדש ל בית ה משפט ה חדש ב צפת
common_voice_he_39753056	מבצע שלמה מפקד סירת מטכל ב עבר יושב כאן	מבצע שלמה מפקד סירת מטכל ב עבר יושב כאן
common_voice_he_39753057	אף מלה יחידה לא תציל מ פי השמעת	אף מלה יחידה לא תציל מ פי השמעת
common_voice_he_39753058	ו מן ה ראוי היה ש משרד ה חנוך יעסק ה יום ב דברים הרבה יותר חשובים	ו מן ה ראוי היה ש משרד ה חנוך יעסק ה יום ב דברים הרבה יותר חשובים
common_voice_he_39753059	ש ילמדו משהו מהי קרן חברתית אמתית חדשה	ש ילמדו משהו מהי קרן חברתית אמתית חדשה
common_voice_he_39753067	אם היא חוששת להפסיד אנשים מה לכוד ו היא הולכת ימינה	אם היא חוששת להפסיד אנשים מה לכוד ו היא הולכת ימינה
common_voice_he_39753068	מטלת אחריות לא לתת ל אנשים ל שמע הרהורים בין ה שטין	מטלת אחריות לא לתת ל אנשים ל שמע הרהורים בין ה שיטים
common_voice_he_39753069	ל דגמא ה קורס כאן רחוק הוא מ להיות גיהנום על פני אדמות	ל דגמה ה קורס כאן רחוק הוא מ להיות גהנום על פני אדמות
common_voice_he_39753070	כדי ליצר כדאיות ל יזמים ו לבנות דירות ל השכרה	כדי ליצר כדאיות ל יזמים ו לבנות דירות ל השכרה
common_voice_he_39753072	כי זה לא מה ש ישמש תרופה	כי זה לא מה ש ישמש תרופה
common_voice_he_39753082	זה מראה בדיוק ב איזו פשיטת רגל מוסרית נמצאת תנועת ה לכוד	זה מראה בדיוק ב איזו פשיטת רגל מוסרית נמצאת תנועת ה לכוד
common_voice_he_39753083	חמאת בטנים זה אחלה	חמאת בטנים זה אחלה
common_voice_he_39753088	וה זקן תקע ב אותו מקום את ה סכין שב קצה ה משוט	וה זקן תקע ב אותו מקום את ה סכין שב קצה ה משות
common_voice_he_39753089	החל ה משרד לטפל ב בעיה ה חמורה ה זאת כמו בעוד כמה בעיות חמורות	החל ה משרד לטפל ב בעיה ה חמורה ה זאת כמו בעוד כמה בעיות חמורות
common_voice_he_39753112	גם יתחיל לראות מה קורה באמת ב דמוקרטיה	גם יתחיל לראות מה קורה באמת ב דמוקרטיה
common_voice_he_39753113	חיים ב שקט ב שלוה וב שלום ב זכויות מלאות	חיים ב שקט ב שלוה וב שלום ב זכויות מלאות
common_voice_he_39753114	ה שביל בין גן ה ילדים ל גנה מואר ב אור אדם	ה שביל בין גן ה ילדים ל גנה מואר ב אור אדם
common_voice_he_39753115	אני בטוח ש לא זאת כונת ה מחוקקים	אני בטוח ש לא זאת כונת ה מחוקקים
common_voice_he_39753116	ו להשתמש ב שרותים ה טובים שה מצרים מוכנים לתת	ו להשתמש ב שרותים ה טובים שה מצרים מוכנים לתת
common_voice_he_39753131	לא ב תל אביב ו לא ב חיפה ו לא ב ערים	לא ב תל אביב ו לא ב חיפה ו לא ב ערים
common_voice_he_39753133	רצח ילדים רצח שה דעת לא סובלת	רצח ילדים רצח שה דעת לא סובלת
common_voice_he_39753134	ב תאריך חמש עשרה ב אוקטובר נסגר ה מקום ב צו מנהלי	ב תאריך חמש עשרה ב אוקטובר נסגר ה מקום ב צו מנהלי
common_voice_he_39753135	ב תאריך שבע ב אוקטובר אלפים ו שש נורה ו נרצח בן משפחת קאדר	ב תאריך שבע ב אוקטובר אלפים ו שש נורה ו נרצח בן משפחת קאדר
common_voice_he_39753136	בלתי אנושית בלתי הוגנת בלתי צודקת	בלתי אנושית בלתי הוגנת בלתי צודקת
common_voice_he_39753149	מה אנחנו מתפלאים ש פוגעים ב צפור נפשנו	מה אנחנו מתפלאים ש פוגעים ב צפור נפשנו
common_voice_he_39753150	אני מביא דגמאות ל שלוש דמוקרטיות ב מזרח ה תיכון	אני מביא דגמאות ל שלוש דמוקרטיות ב מזרח ה תיכון
common_voice_he_39753151	אלו צעדים תנקט כדי ש זה אכן יבצע	אלו צעדים תנקט כדי ש זה אכן יבצע
common_voice_he_39753153	ה צעדה תתחיל ב שעה ארבע ליד ה תחנה ה מרכזית	ה צעדה תתחיל ב שעה ארבע ליד ה תחנה ה מרכזית
common_voice_he_39753154	אז הבינו למה ה החלטה ה זאת לא יכולה להתקבל ב שלוף	אז הבינו למה ה החלטה ה זאת לא יכולה להתקבל ב שלוף
common_voice_he_39753165	רבות היו ה אכזבות	רבות היו ה אכזבות
common_voice_he_39753166	ו הם ה כל יכולים ו הם רשאים לעשות מה ש הם רוצים ב סילואן וב כלל ב עיר ירושלים	ו הם ה כל יכולים ו הם רשאים לעשות מה ש הם רוצים ב סילואן וב כלל ב עיר ירושלים
common_voice_he_39753167	ראשי ה שרותים ה חשאיים של דרום אפריקה היו הרבה יותר פרגמטיים מ כל משטר ה אפרטהיד	ראשי ה שרותים ה חשאיים של דרום אפריקה היו הרבה יותר פרגמטיים מ כל משטר ה אפרטהיד
common_voice_he_39753168	זה יתקן ב פרוטוקול ו אני מניח ש לא תקבלי מכתב פטורים ב דקות ה קרובות	זה יתקן ב פרוטוקול ו אני מניח ש לא תקבלי מכתב פטורים ב דקות ה קרובות
