filename	reference_text	transcribed_text
common_voice_he_39327066	פִּתְאוֹם הִתְעוֹרֵר, כֻּולּוֹ נִפְחָד, כְּשֶׁיָּדוֹ הָאַחַת מְגָרֶדֶת אֶת הֶחָזֶה וְשׁוֹאֵל: מָה הַשָּׁעָה?	 פתאום התעורר כולו נפחד כשידו האחת מגרדת את החזה ושואל מה השעה?
common_voice_he_39327068	"אֵין גּוֹיִים בְּאֶרֶץ יִשְׂרָאֵל, אָמַר אַמְנוֹן, ""וְאֵין אָנוּ מְפַחֲדִים מִפְּנֵי גּוֹיִים."""	 אין גויים בארץ ישראל, אמר אמנון,  ואין אנו מפחדים מפני גויים.
common_voice_he_39327081	ואני רוצה לתת דוגמה ממכתב שהונח על שולחני היום	 ואני רוצה לתת דוגמה ממכתב שהונח על שולחני היום.
common_voice_he_39327082	אני אומרת תמיד שלא, וזאת אמת.	 אני אומר את תמיד שלא, וזאת אמת.
common_voice_he_39327084	מכיוון שאני כותבת יומן, וליומן מתאים לכתוב על ענייני בחורים, אכתוב חדשות	 מכיוון שאני כותב את יומן וליומן מתאים לכתוב על ענייני בחורים,  אכתוב חדשות.
common_voice_he_39327085	כי הוא קיים בהיקפים רחבים ביותר	 כי הוא קיים בהיקפים רחבים ביותר.
common_voice_he_39327091	אֲפִילוּ לִי, שֶאֲנִי רַק חֲדָשִים אֲחָדִים חַיָה בְּצוּרָה זוֹ	 אפילו לי, שאני רק חודשים אחדים חיה בצורה זו,
common_voice_he_39327092	והבהרתי שהכוונה היא לייצר מסגרת קבועה	 והבהרתי שהכוונה היא לייצר מסגרת קבועה.
common_voice_he_39327093	כֵּן, חִפַּשְׂתִּי יַהֲלוֹמִים	 כן, חיפשתי יהלומים.
common_voice_he_39327094	חדר שהמים דולפים בו בארבעה מקומות	 חדר שהמים דולפים בו בארבעה מקומות.
common_voice_he_39327095	כָּל הַלַּיְלָה יָשַׁבְנוּ בְּתוֹךְ הַיַּעַר, הוֹסִיף יוֹסִי’לִי לְסַפֵּר	 כל הלילה ישבנו בתוך היער, הוסיף יוסי לי לספר.
common_voice_he_39327096	יֵשׁ חֲכָמִים הַנִּשְׁמָרִים מִסְּמָלִים	 יש חכמים הנשמרים מסמלים.
common_voice_he_39327097	וזה כמעט נכון. הן תמיד חייתי בין יהודים.	 וזה כמעט נכון, הן תמיד חייתי בין יהודים.
common_voice_he_39327098	אתמול הייתה בביתנו חנוכת חדר־הקריאה.	 אתמול הייתה בביתנו חנוכת חדר הקריאה.
common_voice_he_39327099	נִכְנַסְנוּ לַמִּסְעָדָה וְאָכַלְנוּ שָׁם אֲרוּחַת בּוֹקֶר.	 נכנסנו למסעדה ואכלנו שם ארוחת בוקר.
common_voice_he_39327100	לְדָנִי קָרְאוּ דִּין דִּין דָּנִי	 לדני קראו דין דין דני.
common_voice_he_39327103	הַמּוֹרִים יוֹצְאִים מִחוּץ לָעִיר וּמְחַפְּשִׂים.	 המורים יוצאים מחוץ לעיר ומחפשים.
common_voice_he_39327105	הוּא פָּגַע רַק בַּבָּשָׂר וְהָעוֹר אֲשֶׁר עָלָיו מוּצָק הָיָה	 הוא פגע רק בבשר, והעור אשר עליו מוצק היה.
common_voice_he_39327107	זה אושר גדול לראות אתכם.	 זה אושר גדול לראות אתכם.
common_voice_he_39327109	מַה הַבְּשׂוֹרָה תַּחַת הַשָּׁמַיִם	 מה הבשורה תחת השמיים?
common_voice_he_39327110	והיקף השטח הפתוח בה קטן בהרבה מהסטנדרטים הבין-לאומיים הקיימים	 והיקף השטח הפתוח בה קטן בהרבה מהסטנדרטים הבינלאומיים הקיימים.
common_voice_he_39327112	הֲרֵיהוּ מְדַבֵּר בִּשְׂפַת סוּסִים.	 הרי הוא מדבר בשפת סוסים.
common_voice_he_39327118	אין אני בטוח כל עיקר שראוי אני לכך	 אין אני בטוח כל עיקר שראוי אני לכך.
common_voice_he_39327119	כָּל הַמַּחְלָקוֹת חַיָּיבוֹת לָגֶשֶׁת בְּמֶרֶץ לָעֲבוֹדָה וּלְהִשְׁתַּדֵּל בְּכָל הַכּוֹחוֹת לְהַגְדִּיל אֶת חֶלְקָן.	 כל המחלקות חייבות לגשת במרץ לעבודה ולהשתדל בכל הכוחות להגדיל את חלקן.
common_voice_he_39327120	בִּנְשִׁימָה אַחַת, כְּמוֹ פָּרָה	 בנשימה אחת כמו פרה.
common_voice_he_39327121	סִיפְּרָה שֶאַתָה וּבַת דוֹדְךָ רוֹצִים לִנְסוֹעַ הַבַּיְתָה.	 סיפרה שאתה ובת דודך רוצים לנסוע הביתה.
common_voice_he_39327123	ועם כל זה היא כותבת מאמרים, ורק זה מעניין אותה!	 ועם כל זה היא כותבת מאמרים ורק זה מעניין אותה.
common_voice_he_39327124	כשתצא מכאן שוב אשאר לבדי.	 כשתצא מכאן שוב אשאר לבדי.
common_voice_he_39327125	נבקש לציין כי במקרים מתאימים תיבחן גם האפשרות לעתור למעצר ממש עד תום ההליכים	 נבקש לציין כי במקרים מתאימים תיבחן גם  האפשרות לעתור למעצר ממש עד תום ההליכים.
common_voice_he_39327126	מָצָאנוּ אֶת הַלּוּחַ	 מצאנו את הלוח.
common_voice_he_39327137	אֵינִי רוֹצֶה, אֵינִי יָכוֹל	 איני רוצה, איני יכול.
common_voice_he_39327138	אִם תַּסְכִּימוּ, הֲרֵינִי מוּכָן לַעֲשׂוֹת בִּקּוּר קָצָר בְּחֶדְרוֹ	 אם תסכימו, הריני מוכן לעשות ביקור קצר בחדרו.
common_voice_he_39327139	מה טוב היה לי לו יכולתי להאמין	 מה טוב היה לי, לו יכולתי להאמין.
common_voice_he_39327140	כל השאר אינו ולא כלום לעומת קושי זה.	 כל השאר אינו ולא כלום לעומת קושי זה.
common_voice_he_39327141	כל מה שטיפחתי בעומק לבי בשנה האחרונה – אין להם עדיין יסוד איתן.	 כל מה שטיפחתי בעומק לבי בשנה האחרונה אין להם עדיין יסוד איתן.
common_voice_he_39327147	גם כי יזקין לא יסור ממנה	 גם כי הזקין לא יסור ממנה.
common_voice_he_39327148	יש לנו הרבה מה לומר בהקשר של אותם נושאים שמופקדים בידי משטרת ישראל	 יש לנו הרבה מה לומר בהקשר של אותם נושאים שמופקדים בידי משטרת ישראל.
common_voice_he_39327151	הָאָרֶץ, שֶׁעַל יְדֵי חַיִּים כָּאֵלֶּה עוֹמֶדֶת לְהִיבָּנוֹת.	 הארץ שעל ידי חיים כאלה עומדת להיבנות.
common_voice_he_39327152	מובן שלא בין יהודים כאלה: חופשיים, עמלים, שקטים, ולדעתי גם מאושרים.	 מובן שלא בין יהודים כאלה חופשים עמלים שקטים ולדעתי גם מאושרים.
common_voice_he_39327181	וכך בכל פעם יש איזה שינוי.	 וכך בכל פעם יש איזה שינוי.
common_voice_he_39327182	הַשָּׁעָה כְּעֵת הִיא שְׁתַּיִם וָחֵצִי לְאַחַר חֲצוֹת	 השעה כעת היא שתיים וחצי לאחר חצות.
common_voice_he_39327183	מול ארגז הגזירות המיושן הזה שעכשיו מטילים לפתחנו	 מול ארגז הגזרות המיושן הזה שעכשיו מתינים לפתחנו,
common_voice_he_39327184	יפה מאוד	 יפה מאוד.
common_voice_he_39327185	רַק יוֹסִי’לִי עָמַד כְּשֶׁעֵינָיו פְּקוּחוֹת וּמַזְהִירוֹת וּפִיו אֵינוֹ פּוֹסֵק מִלְמַלְמֵל	 רק יוסילי עמד כשעיניו פקוחות ומזהירות ופיו אינו פוסק מלמלמל.
common_voice_he_39327196	וּבֶאֱמֶת הָלַכְנוּ וְלֹא יָדַעְנוּ לְאָן.	 ובאמת הלכנו ולא ידענו לאן.
common_voice_he_39327197	שתהליך חינוכי להפחתת האלימות הוא מאמץ יומיומי מתמשך וארוך טווח	 שתהליך חינוכי להפחתת האלימות הוא מאמץ יומיומי מתמשך וארוך טווח.
common_voice_he_39327198	וְלֹ֤א זָֽכְרוּ֙ בְּנֵ֣י יִשְׂרָאֵ֔ל אֶת־יְהוָ֖ה אֱלֹהֵיהֶ֑ם הַמַּצִּ֥יל אוֹתָ֛ם מִיַּ֥ד כָּל־אֹיְבֵיהֶ֖ם מִסָּבִֽיב׃	 ולא זכרו בני ישראל את ה' אלוהיהם המציל אותם מיד כל אויביהם מסביב.
common_voice_he_39327199	הַכַּלְבָּה הֵבִיאָה לְאוֹר הָעוֹלָם שְׁנֵי גוּרִים	 הכלבה הביאה לאור העולם שני איגורים.
common_voice_he_39327200	וּבְעֵת רַחֲמִים, בֵּין-הַשְּׁמָשׁוֹת	 ובעת רחמים בין השמשות,
common_voice_he_39327214	במקום לקחת גדר ביטחונית במקום שמפריד ועוצר טרוריסטים	 במקום לקחת גדר ביטחונית במקום שמפריד ועוצר טרוריסטים,
common_voice_he_39327215	אוֹמְרִים, אַהֲבָה יֵשׁ בָּעוֹלָם – מַה-זֹּאת אַהֲבָה?	 אומרים אהבה יש בעולם.  מה זאת אהבה?
common_voice_he_39327216	אִם הַשְׁעָרָתוֹ שֶׁל הַנּוֹרְוֶגִי נְכוֹנָה הִיא, הֲרֵינִי מַצִּיעַ אֶת עַצְמִי לְעֶזְרָתְךָ.	 אם השערתו של הנורבגי נכונה היא,  הריני מציע את עצמי לעזרתך.
common_voice_he_39327217	אִם לֹא גָמַלְתָּ עָלַי אֶת הַחֶסֶד	 אם לא גמלת עלי את החסד,
common_voice_he_39327218	הָיְתָה לָנוּ אֲסֵפָה קְצָרָה וְכֻולָּנוּ הִסְכַּמְנוּ לָלֶכֶת לַמּוֹרָד	 הייתה לנו אספה קצרה וכולנו הסכמנו ללכת למורד.
common_voice_he_39642806	מגיעים לתוצאות, ומגיעים לתוצאות טובות ומעולות	 מגיעים לתוצאות ומגיעים לתוצאות טובות ומעולות.
common_voice_he_39642807	בקריאת מכתב שקיבלתי כאשר ביקרתי בנצרים	 בקריאת מכתב שקיבלתי כאשר ביקרתי בנצרים
common_voice_he_39642808	חלק גדול מהם לא נמצאים כאן	 חלק גדול מהם לא נמצאים כאן.
common_voice_he_39642809	הדין של ירושלים לא ייחרץ על-ידי קבוצה פרובוקטיבית ומתוסכלת זו	 הדין של ירושלים לא ייחרץ על ידי קבוצה פרובוקטיבית ומתוסכלת זו.
common_voice_he_39642810	לא רק השכבות החלשות ייפלו בו ויסבלו ממנו	 לא רק השכבות החלשות יפלו בו ויספלו ממנו.
common_voice_he_39642811	זה לא מתחיל מזה שלא גובים ארנונה	 זה לא מתחיל מזה שלא גובים ארנונה.
common_voice_he_39642813	כי אם זה תלוי בחלק מהיושבים פה	 כי אם זה תלוי בחלק מהיושבים פה...
common_voice_he_39642814	אז יקרה משהו או לא יקרה משהו	 אז יקרה משהו או לא יקרה משהו.
common_voice_he_39642815	אז מה מצפים שנחשוב לגבי הזקנים	 אז מה מצפים שנחשוב לגבי הזקנים?
common_voice_he_39642817	ואפילו כפרים ערביים שנופלים בקטגוריה הזאת הוצאו מהרשימה	 ואפילו כפרים ערביים שנופלים בקטגוריה הזאת הוצאו מהרשימה.
common_voice_he_39642818	אבל היא תדבר במשך שבע דקות	 אבל היא תדבר במשך 7 דקות.
common_voice_he_39642819	אז היוזמה להקמת היחידה היא מפוארת	 אז היוזמה להקמת היחידה היא מפוארת.
common_voice_he_39884492	הרי הוא צמח בשכונה ד' בבאר-שבע	 הרי הוא צמח בשכונה ד' בבאר שבע.
common_voice_he_38078769	רַק הַלְּבָנָה וְהַכּוֹכָבִים הֵאִירוּ אֶת הַדֶּרֶךְ.	 רק הלבנה והכוכבים האירו את הדרך.
common_voice_he_38078770	אַף אִישׁ לֹא זָז מִמְּקוֹמוֹ.	 אף איש לא זז ממקומו.
common_voice_he_38078771	יֵש פֹּה חוֹמֶר מְגַוֵון מְאֹד שֶל סְפָרִים, כִּי רוֹב הָאֲנָשִים הֵבִיאוּ מַשֶהוּ	 יש פה כומר מגוון מאוד של ספרים כי רוב האנשים הבינו משהו.
common_voice_he_38078772	כמה צעיר אתה!	 כמה צעיר אתה.
common_voice_he_38078773	כּוֹכְבֵי שָׁמַיִם זֶה עִם זֶה סָחִים	 כאבי שמיים זה עם זה סכין.
common_voice_he_38078774	הו, כמה קשה לכתוב עוד הכול!	 או, כמה קשה לכתוב עוד הכל.
common_voice_he_38078776	כִּי אַחֲרֵי הַכֹּל נִקְשָׁרִים לַמָּקוֹם וְלַאֲנָשִׁים בַּמִּדָּה שֶׁקָּשֶׁה לתארה בְּשָׁעָה שֶׁאַתְּ נִמְצֵאת בּוֹ.	 כי אחרי הכל נקשרים למקום ואנשים במידה שקשה לטהרה בשעה שאת מוצאת.
common_voice_he_38078777	אני אוהבת את הארץ, או יותר נכון, אני רוצה לאהוב	 אני אוהבת את הארץ, ויותר נכון, אני רוצה להראות.
common_voice_he_38078778	אני הייתי שם, באמריקה שלך	 אני הייתי שם באמריקה שלך.
common_voice_he_38078779	תהא זו היצירה העמוקה והמקורית ביותר בדורה.	 תהיה זו הישירה העמוקה והמקורית ביותר בזורה.
common_voice_he_38078780	בסופו של דבר, לאחר שיבשו הדמעות, הרגשתי שבכל זאת היטבתי עשות.	 בסופו של דבר,  לאחר שיבשו הדמעות,  הרגשתי שבכל זאת  חיטבתי לעשות.
common_voice_he_38078781	אָמַר הַמּוֹרֶה, שֶׁאֵיזֶה יֶלֶד יֵלֵךְ אִיתָּהּ הַבַּיְתָה.	 אמר המורה שהילד ילך איתה הביתה.
common_voice_he_38078782	למרות שהתאריך הזה, ראש השנה האזרחי, אינו מקובל בארץ כראש־השנה	 למרות שהתאריק הזה ראש השנה האזרחי אינו מקובל בארץ כראש השנה.
common_voice_he_38078783	רוח צוננת, חדה, השתוללה ברחובות.	 רוח צורננו חטא השתוללה בלכבות.
common_voice_he_38078784	ומשפחה שהכנסתה גבוהה תשלם מס על הקצבאות	 למשפחה שהכנסתה גבוה תשלם מס על הקצבאות.
common_voice_he_38078785	פה בבית־ספר, בכל מקום. את החופש, את האנושיות.	 הוא בבית ספר בכל מקום את החופש,  את האנושיות.
common_voice_he_38078786	מוחק אחת ומצייר אחרת במקומה.	 מוחק אחת מצייר אחרת במקומה.
common_voice_he_38078787	חתול, דע לך, לעולם אינו ניזוק בנפילה!	 חתול דע לך לעולם אלו נזעוק ונטילה.
common_voice_he_38085633	צמרות העצים נעו בעדינות ברוח החמימה.	 שמורות העצים נעו בעדינות לרוח החמימה.
common_voice_he_38085634	על עבודתי, חיי יום־יום אני כותבת הביתה	 על עבודתי, חיי יום יום, אני כותבת הביתה.
common_voice_he_38085635	הקיר הזה לבן מדי.	 הקיר הזה לבן מדי.
common_voice_he_38085636	עִם הָרִים וַעֲמָקִים עֲטוּפֵי דֶּשֶׁא	 אין הרים ועמקים עטופי דשא
common_voice_he_38085637	אֵדַע אוֹתָהּ בִּזְמַן הַקָּרוֹב	 עידה אותה בזמן הכלוף
common_voice_he_38085643	עומד לרדת גשם	 עומד לרדת גשם
common_voice_he_38085644	לְפִי דַעְתִּי הֲרֵי טוֹב שֶׁמָּצָאתָ אִגֶּרֶת זוֹ.	 לפי דעתי,  הרי טוב שמצאת יגאל את זה.
common_voice_he_38085645	כְּשֶחָזַרְתִי רָאִיתִי בְּחַלוֹן בַּתַחֲנָה הַמֶרְכָּזִית אֶת ‘הַחֵטְא וענשו’	 כשחדרתי ראיתי בחלון בתקנה המרכזית את החטא ועונשו.
common_voice_he_38085646	הַגַּגּוֹן שֶׁל תֶּבֶן וְהַחַלּוֹנוֹת קְטַנִּים.	 הגאול של שדה בל בחלונות קטנים
common_voice_he_38085648	בַּכְּלָל, בַּיָמִים הָאַחֲרוֹנִים הִשְתַלֵט פֹּה מַצָב קָשֶה.	 בכלל,  בימים האחרונים השתלט במצב קשה.
common_voice_he_38085649	אבל יחד עם זה אני רוצה להתגבר על הקושי ולהמשיך דווקא בעברית.	 אבל יחד עם זה אני רוצה להתגבר עליו קושי ולהמשיך דווקא בעברית.
common_voice_he_38085651	מאין לך זאת? כבר היית שם?	 מהאין לך זאת?  כבר היית שם?
common_voice_he_38085652	נִלְחֲמוּ בִּי הַיֵּצֶר הַטּוֹב וְהַיֵּצֶר הָרַע.	 נלחמו בי היצר הטוב והיצר הרע.
common_voice_he_38085653	סָבָא שֶׁהָיָה דַּיָּיג בֶּן דַּיָּיגִים טֶבַע בַּיָּם בְּאַחַת הַסְּעָרוֹת הָעַזּוֹת שֶׁפָּגְעוּ בּוֹ.	 סבא, שהיה דייג בין דייגים,  טבע בים באחת הסערות העזות שבאו.
common_voice_he_38085655	אבל לכתוב? על מה לכתוב?	 אבל לכתוב?  על מה לכתוב?
common_voice_he_38085657	הִיא שָׁתְקָה כְּמוֹ אֶבֶן, וְרַק עֵינֶיהָ הַגְּדוֹלוֹת וְהַדּוֹעֲכוֹת הִבִּיטוּ עָלַיי.	 היא שתקה כמו אבן,  ורק עיניה הגדולות והדוחות הביטו עליי.
common_voice_he_38094116	בַּכְּפָר סִפְּרוּ שֶׁהוּא חוֹלֶה מְאֹד	 בכפר סיפרו שהוא חולה מאוד.
common_voice_he_38094117	ואנשים מעניינים נדירים כל כך!	 ואנשים מעניינים לגרים כל כך.
common_voice_he_38094118	אַחַת אַתְּ וִיחִידָה, טַבַּעַת עֲנָקִית כּוֹבֶלֶת	 אחת עד ויחידה טבעת ענקית קובלת
common_voice_he_38094124	והנני קרה כשמש הסתיו	 וכי נעיני תרע כשמש עשתה.
common_voice_he_38094125	אני רוצה לקנות בגדים ביום שלישי.	 אני רוצה לקנות בגדים ביום שלישי.
common_voice_he_38094126	וחלקן לא משלמות משכורות זה כמה חודשים	 וחלקן לא בשלמות משכורות זה כמה חודשים.
common_voice_he_38094128	מָה עֶרְכָּהּ שֶׁל הָאֶבֶן בְּכֶסֶף?	 מה הערכה של האבן בכסף?
common_voice_he_38104806	הקפה שלי חמוץ, אבל לא באופן מוגזם.	 הקפה שלי חמות,  אבל לא באופן מוגזם.
common_voice_he_38104807	אַגַב, קָרְאוּ לוֹ כָּאן “הַצִיר הָאִיטַלְקִי”.	 אגב, קראו לו כאן הציר האיטלקי.
common_voice_he_38104808	לא נעים לי להגיד לכם את האמת.	 לא נעים לי להגיד לכם את האמת.
common_voice_he_38104809	אֵין לוֹ דְּפוּסִים קְבוּעִים, אוֹ נוֹסַח אֶחָד.	 אינו דפוסים תלויים או נוסח אחד.
common_voice_he_38104821	הייתי רוצה להזמין סושי צמחוני היום בערב.	 הייתי רוצה להזמין סושי צמקוני היום בערב.
common_voice_he_38104823	סַפֵּר וּכְתוֹב עַל הַנַעֲשֶׂה אֶצְלְךָ בַּכְּלָל וּבִפְרָט	 ספר וכתוב על הנעשה אצלך בכלל ובפרט.
common_voice_he_38104824	עִם הַיַּלְקוּט עַל הַשֶּׁכֶם וּבוֹ חֲבִילַת הַבְּגָדִים	 עם הילקוט על השכם ובו חבילת הבגדים.
common_voice_he_38104831	הַשָּׁמַיִים נִתְקַשְּׁטוּ בְּבִגְדֵי-תְּכֵלֶת חֲדָשִׁים כִּבְיוֹם חַג.	 השמיים נתקשטו בבגדי תכלת חדשים כביום חג.
common_voice_he_38104832	אני משוכנע שרובן המכריע הן מצביעות ליכוד	 אני משוכנע שרובן המכריע הן מצביעות ליכוד.
common_voice_he_38104834	בַּחוּץ מִשְׁתּוֹלֶלֶת רוּחַ אֲיֻמָּה, וְלַפְּרָקִים גַּם קְצָת מְטַפְטֵף	 בחוץ משתוללת רוח איומה ולפרקים גם קצת קטפטפת.
common_voice_he_38115877	תָּמִיד רָצְתָה רוּתִי לָדַעַת מֶה עָשׂוּ, וְלִשְׁאֵלוֹתֶיהָ לֹא הָיָה סוֹף	 תמיד רצתה רותי לדעת מי עשו ולשאלותיה לא היה סוף.
common_voice_he_38115879	אֲבָל בְּאוֹתוֹ זְמַן בָּא אֵיזֶה אָדָם וּבִישֵּׂר, שֶׁהַיְּלָדִים נִמְצָאִים בְּעִיר אַחֶרֶת.	 אבל באותו זמן בא על ידי אדם ובישל שילדים נמצאים בעיר אחרת.
common_voice_he_38118859	כולי תקווה שהאוזניות לא התקלקלו כשטבלו בכוס התה.	 כולי תקווה שהאוזניות לא יתקלקלו כשטבלו בכוס התה.
common_voice_he_38118861	הירח מאוד בהיר הלילה.	 הירח מאוד בהיל על העיגה.
common_voice_he_38118862	אבל לרוב ברגעים כאלה אינני כותבת	 אבל לרוב ברגעים כאלה אינני כותבת.
common_voice_he_38118863	אַל תְּמַהֲרִי, לְכִי הַבַּיְתָה וְנוֹחִי קְצָת.	 אל תמארי,  לכי הביתה,  ולא קצת.
common_voice_he_38118866	אף פעם לא הבנתי למה שומשום יקר כל כך.	 אף פעם לא הבנתי למה שונשון יקר כל כך.
common_voice_he_38118867	חֹסֶר מַיִם, לִכְלוּךְ מַבְהִיל, זְבוּבִים, וּמָעַל לְכָל – חוֹל.	 חסר מים, לכלוך מפעיל,  זבובים, ומאל החול,  חול.
common_voice_he_38118868	אני צריכה להתרגל לזה.	 אני שקל להתרגל לזה.
common_voice_he_38118869	כעת הנהו בן שבע.	 כעת  אילנו בן שבת
common_voice_he_38118870	לְהַתְקִין מַלְכֹּדֶת לַתַּרְנְגוֹלוֹת, שֶׁהֵחֵלּוּ לְהִתְחַצֵּף בַּשָּׁנִים הָאַחֲרוֹנוֹת	 להתקין מלכודת לסרנבולות שהחלו להתחשב בשנים האחרונות.
common_voice_he_38118871	מוּבָן שֶהַפַּעַם אֵינִי מִתְנַגֶדֶת לַזְרִיקָה.	 מובן שהפעם איני מתנגדת לדריקה.
common_voice_he_38118873	ככה ממהרים לקיים מצווה ולתת נדבה לעני	 ככה ממהרים לקיים מצווה ולתת נדבה לעני.
common_voice_he_38118874	מֵאָז הִתְהַלֵּךְ הָאַנְגְּלִי וְדַעְתּוֹ אֵינָה שְׁפוּיָה עָלָיו.	 מיד התהלק האנגלי ודעתו אינה שפויה עליו.
common_voice_he_38118875	לכל התחלה יש הסוף שלה	 לכל התחלה יש הסוף שלה.
common_voice_he_38118876	נוח לו לאדם להיקבר עמוק באדמה מאשר ללכת למדינה ארורה זו!	 נוח לו לאדם ויקבר עמוק באדמה מאשר ללכת למדינה ארורה זו.
common_voice_he_38118877	היא נגועה באי-צדק כלפי הצד הפלסטיני	 אי-נגוח ואי-צדק  כלפי הצד הפלסטיני.
common_voice_he_38118878	רוצָה להיות חופשית?	 רוצה להיות חופשית?
common_voice_he_38118879	אֲפִלּוּ הַגּוֹי מֵהַכְּפָר שֶׁלִּי, מֵאוּקְרָאִינָה, הָיָה קוֹבֵר עַצְמוֹ חַי מִקִּנְאָה.	 אפילו הגוי מהכפר שלי מאוקראינה חיה כובל עצמו חי עם מתינה.
common_voice_he_38142066	וְעַכְשָיו כְּבָר מִתְקָרְבִים לַסוֹף.	 ועכשיו כבר מתקרבים לסוף.
common_voice_he_38142067	זְקֵנָה עַל מִטָּתָהּ בָּאֹפֶל מִתְאַנַּחַת	 זקינה על מיטתה באופל ניתן אחת.
common_voice_he_38142068	הבלון האדום עף גבוה בהרבה מהבלון הירוק.	 הבלון האדום אך גבוה בהרדיי מהבלון הירוק.
common_voice_he_38142069	אַתָּה, שֶׁנּוֹלַדְתָּ כָּאן, הֲרֵי אֵין סַכָּנָה שֶׁלּא תַּחֲזֹר.	 אתה, שנולדת כאן,  הרי אין סכנה שלא תחזור.
common_voice_he_38142070	אני מרגישה שאני כותבת לא בדיוק מה שברצוני לבטא.	 אני מרגישה שאני כותבת לא בדיוק מה שברצוני לבטא.
common_voice_he_38142071	זכויות האדם לא נבחנות רק בזכות להפגין	 זכויות האדם לא נבחנות רק  בזכות להפתיד.
common_voice_he_38142073	מִמִכְתָבְךָ נוֹדָע לִי שֶכְּבָר עָזַבְתָ לְגַמְרֵי. אֵיךְ הַהַרְגָשָה?	 ממכתבך נודע לי שכבר עזבת לגמרי.  איך הרגשה?
common_voice_he_38142074	בָּא הַמּוֹרֶה וְאָמַר, כִּי הַמַּחְלָקָה יָצְאָה לְטִיּוּל עִם הַמּוֹרֶה.	 בא המורה ואמר כי המחלקה יצאה לטיול עם המורה.
common_voice_he_38142075	הוּא נִיסָּה עוֹד פַּעַם וְהַדָּבָר חָזַר וְנִשְׁנָה.	 הוא ניסה עוד פעם והדבר חזר ונשנה.
common_voice_he_38142076	הים מאוד גועש, נראה לי דגל שחור	 היה מאוד גועש,  נראה לי דגל שחור.
common_voice_he_38142078	חלק מהנושאים שפוצלו יבואו לפה בשבועות הקרובים	 חלק מהנושאים שפוצלו יבואו לפה בשבועות הקרובים.
common_voice_he_38142079	הם נותנים לי כוח.	 הם נותנים לי כוח.
common_voice_he_38142080	אני מבחינה גם בחסרונות המוסד הזה, ובטוחה שגם מהחסרונות אלמד	 אני מבחינה גם בחסרונות המוסד עד אל,  ובטוחה  שגם מהחסרונות אלמד.
common_voice_he_38142081	דָּנִי, אֲבִישַׁי, אִיתַי, רוּתִי וְאַמְנוֹן, שֶׁעָמְדוּ סְבִיבוֹ, נִשְׁתַּתְּקוּ לְשֵׁמַע דְּבָרָיו	 דני, אבישי, איתי, רותי ואמנון שעמדו סביבו השתתקו בשמת דבריו.
common_voice_he_38142083	תַּרְשִׁים הַמִּקְדָּשׁ הָיָה תַּרְשִׁימוֹ שֶׁל בֵּית־מִקְדַּשׁ הַיְּהוּדִים	 תרשים המקדש  היה תרשימו של בית מקדש היהודים.
common_voice_he_38142084	לי אל תספר מעשיות!	 לי אל תספר מעשיות.
common_voice_he_38142085	אֵין הוּא זוֹחֵל כִּי אִם מְרַקֵּד	 אין הוא זוחל כי אם מרקד.
common_voice_he_38142086	בָּרוּר שֶׁבִּדְרָכִים רְגִילוֹת לֹא נַשִּׂיג אֶת הָאֶמְצָעִים לַחֲפִירַת בְּאֵר	 ברור שבדרכים רגילות  לא נשיג את האמצעים לחפירת באר.
common_voice_he_38142087	נתגלה רצון לעבוד, ליצור. ואיך הצליחה הפעולה.	 נתגלה רצון לעבוד, ליצור,  והצבי ככה פעולה.
common_voice_he_38142088	אתה איתי.	 אתה איתי
common_voice_he_38142089	הָיָה אוֹר לְרֶגַע וּבַחוּץ נַעֲשָׂה חוֹשֶׁךְ.	 חיה אור לרגע ובחוץ נעשה קושך.
common_voice_he_38142090	לך אל החברה שיחזירו לך דמי כרטיס האונייה ושוב למקום שבאת משם	 לך אל החברה שהחזירו לך דמי כרטיס האונייה ושוב למקום שבאת לשם.
common_voice_he_38142096	לֹא תַצְמִיחַ לֹא דֶשֶׁא, לֹא עֵץ	 לא תטמיח לא דשא לא עץ
common_voice_he_38142097	כוונתי להתרגשות סביב ה“מאורעות” בארץ־ישראל והקונגרסים הציוניים.	 כוונתי להתרגשות סביבך מהוראות בארץ ישראל והקונגרסים הציוניים.
common_voice_he_38142098	עַכְשָׁו נָסְעָה לַמֶּרְחַקִּים.	 עכשיו נסעה למרחקים.
common_voice_he_38142099	מה אתה מבין בקולות! הנה לך בר סמכא חדש!	 מה אתה מבין בקולות?  הנה לך, בא סמך חדש.
common_voice_he_38142101	יֵשׁ לוֹ רַק מַאֲפִיָּיה וְתַנּוּר חַם, סַל גָּדוֹל וְשָׁלוֹשׁ שְׁעוֹת מְנוּחָה	 יש לו רק מאפייה ותנור חם,  סל גדול ושלוש שעות מלוכה.
common_voice_he_38142102	שני ההורים שלו עדיין בחיים.	 שני ההורים שלו עדיין בחיים.
common_voice_he_38142103	אבל אלה עדיין אינם בידינו	 אבל אלה עדיין אינם בידינו.
common_voice_he_38142104	זו האירוניה של לימודי ההיסטוריה, אנחנו תמיד יכולים לשפוט בדיעבד	 זו האירוניה של לימודי ההיסטוריה,  אנחנו תמיד יכולים לשפוט בדיעבד.
common_voice_he_38142105	כל־כך הרבה זמן לא ראיתי אותו.	 כל כך הרבה זמן לא ראיתי אותו.
