filename	reference_text	transcribed_text
common_voice_he_39327216	אם השערתו של הנורווגי נכונה היא הריני מציע את עצמי לעזרתך	אם השערתו של הנורווגי נכונה היא הריני מציע את עצמי לעזרתך
common_voice_he_39327217	אם לא גמלת עלי את החסד	אם לא גמלת עלי את החסד
common_voice_he_39327218	הייתה לנו אספה קצרה וכלנו הסכמנו ללכת למורד	הייתה לנו אספה קצרה וכלנו הסכמנו ללכת למורד
common_voice_he_39642806	מגיעים לתוצאות ומגיעים לתוצאות טובות ומעלות	מגיעים לתוצאות ומגיעים לתוצאות טובות ומעלות
common_voice_he_39642807	בקריאת מכתב שקבלתי כאשר בקרתי בנצרים	בקריאת מכתב שקבלתי כאשר בקרתי בנצרים
common_voice_he_39642808	חלק גדול מהם לא נמצאים כאן	חלק גדול מהם לא נמצאים כאן
common_voice_he_39642809	הדין של ירושלים לא ירחץ על ידי קבוצה פרובוקטיבית ומתסכלת זו	הדין של ירושלים לא ירחץ על ידי קבוצה פרובוקטיבית ומתסכלת זו
common_voice_he_39642810	לא רק השכבות החלשות יפלו בו ויסבלו ממנו	לא רק השכבות החלשות יפלו בו ויפסלו ממנו
common_voice_he_39642811	זה לא מתחיל מזה שלא גובים ארנונה	זה לא מתחיל מזה שלא גובים ארנונה
common_voice_he_39642813	כי אם זה תלוי בחלק מהיושבים פה	כי אם זה תלוי בחלק מהיושבים פה
common_voice_he_39642814	אז יקרה משהו או לא יקרה משהו	אז יקרה משהו או לא יקרה משהו
common_voice_he_39642815	אז מה מצפים שנחשב לגבי הזקנים	אז מה מצפים שנחשב לגבי הזקנים
common_voice_he_39642817	ואלפו כפרים ערביים שנופלים בקטגוריה הזאת הוצאו מהרשימה	ואלפו כפרים ערביים שנופלים בקטגוריה הזאת הוצאו מהרשימה
common_voice_he_39642818	אבל היא תדבר במשך שבע דקות	אבל היא תדבר במשך שבע דקות
common_voice_he_39642819	אז היזמה להקמת היחידה היא מפארת	אז היזמה להקמת היחידה היא מפארת
common_voice_he_39884492	הרי הוא צמח בשכונה שד בבאר שבע	הרי הוא צמח בשכונה שד בבאר שבע
common_voice_he_38078769	רק הלבנה והכוכבים האירו את הדרך	רק הלבנה והכוכבים האירו את הדרך
common_voice_he_38078770	אף איש לא זז ממקומו	אף איש לא זז ממקומו
common_voice_he_38078771	יש פה חמר מגון מאד של ספרים כי רב האנשים הביאו משהו	יש פה כמר מגון מאוד של ספרים כי רב האנשים הבינו משהו
common_voice_he_38078772	כמה צעיר אתה	כמה צעיר אתה
common_voice_he_38078773	כוכבי שמים זה עם זה סכים	כאבי שמים זה עם זה סכין
common_voice_he_38078774	גו כמה קשה לכתב עוד הכל	או כמה קשה לכתב עוד הכל
common_voice_he_38078776	כי אחרי הכל נקשרים למקום ולאנשים מבדה שקשה לתארה בשעה שאת נמצאת בו	כי אחרי הכל נקשרים למקום ואנשים מבדה שקשה לטהרה בשעה שאת מוצאת
common_voice_he_38078777	אני אוהבת את הארץ או יותר נכון אני רוצה לאגב	אני אוהבת את הארץ ויותר נכון אני רוצה להראות
common_voice_he_38078778	אני הייתי שם באמריקה שלך	אני הייתי שם באמריקה שלך
common_voice_he_38078779	תהא זו היצירה העמקה והמקורית ביותר בדורה	תהיה זו הישירה העמקה והמקורית ביותר בזורה
common_voice_he_38078780	בסופו של דבר לאחר שיבשו הדמעות הרגשתי שבכל זאת הטבתי שעות	בסופו של דבר לאחר שיבשו הדמעות הרגשתי שבכל זאת חטבתי לעשות
common_voice_he_38078781	אמר המורה שאיזה ילד ילך אתה הביתה	אמר המורה שהילד ילך אתה הביתה
common_voice_he_38078782	למרות שהתאריך הזה ראש השנה האזרחי אינו מקבל בארץ כראש השנה	למרות שהקרית הזה ראש השנה האזרחי אינו מקבל בארץ כראש השנה
common_voice_he_38078783	רוח צוננת חדה השתוללה ברחובות	רוח סרננו חטא השתוללה בכלבות
common_voice_he_38078784	ומשפחה שהכנסתה גבוהה תשלם מס על הקצבאות	למשפחה שהכנסתה גבוה תשלם מס על הקצבאות
common_voice_he_38078785	פה בבית ספר בכל מקום את הכפש את האנושיות	הוא בבית ספר בכל מקום את הכפש את האנושיות
common_voice_he_38078786	מוחק אחת ומציר אחרת במקומה	מוחק אחת מציר אחרת במקומה
common_voice_he_38078787	חתול דע לך לעולם אינו נזקו בנפילה	חתול דע לך לעולם אלו נזעק ונטילה
common_voice_he_38085633	צמרות העצים נעו בעדינות ברוח החמימה	שמורות העצים נעו בעדינות לרוח החמימה
common_voice_he_38085634	על עבודתי חיי יום יום אני כותבת הביתה	על עבודתי חיי יום יום אני כותבת הביתה
common_voice_he_38085635	הקיר הזה לבן מדי	הקיר הזה לבן מדי
common_voice_he_38085636	עם הרים ועמקים עטופי דשא	אין הרים ועמקים עטופי דשא
common_voice_he_38085637	אדע אותה בזמן הקרוב	עדה אותה בזמן הקלוף
common_voice_he_38085643	עומד לרדת גשם	עומד לרדת גשם
common_voice_he_38085644	לפי דעתי הרי טוב שמצאת אגרת זו	לפי דעתי הרי טוב שמצאת יגאל את זה
common_voice_he_38085645	כשחזרתי ראיתי בחלון בתחנה המרכזית את החטא ותוענשו	כשחדרתי ראיתי בחלון בתקנה המרכזית את החטא עונשו
common_voice_he_38085646	הגגון של תבן והחלונות קטנים	הגאול של שדה בל בחלונות קטנים
common_voice_he_38085648	בכלל בימים האחרונים השתלט פה מצב קשה	בכלל בימים האחרונים השתלט במצב קשה
common_voice_he_38085649	אבל יחד עם זה אני רוצה להתגבר על הקשי ולהמשיך דוכא בעברית	אבל יחד עם זה אני רוצה להתגבר עליו קשי ולהמשיך דוכא בעברית
common_voice_he_38085651	מאין לך זאת כבר היית שם	מהאין לך זאת כבר היית שם
common_voice_he_38085652	נלחמו בי היצר הטוב והיצר הרע	נלחמו בי היצר הטוב והיצר הרע
common_voice_he_38085653	סבא שהיה דיג בן דיגים טבע בים באחת הסערות העזות שפגעו בו	סבא שהיה דיג בין דיגים טבע בים באחת הסערות העזות שבאו
common_voice_he_38085655	אבל לכתב על מה לכתב	אבל לכתב על מה לכתב
common_voice_he_38085657	היא שתקה כמו אבן ורק עיניה הגדולות והדועכות הביטו עלי	היא שתקה כמו אבן ורק עיניה הגדולות והדוחות הביטו עלי
common_voice_he_38094116	בכפר ספרו שהוא חולה מאד	בכפר ספרו שהוא חולה מאוד
common_voice_he_38094117	ואנשים מאנינים נדירים כל כך	ואנשים מאנינים לגרים כל כך
common_voice_he_38094118	אחת את ויחידה טבעת ענקית כובלת	אחת עד ויחידה טבעת ענקית קובלת
common_voice_he_38094124	והנני קרה כשמש הסתו	וכי עניני תרע כשמש עשתה
common_voice_he_38094125	אני רוצה לקנות בגדים ביום שלישי	אני רוצה לקנות בגדים ביום שלישי
common_voice_he_38094126	וחלקן לא משלמות משכורות זה כמה חדשים	וחלקן לא בשלמות משכורות זה כמה חדשים
common_voice_he_38094128	מה ערכה של האבן בכסף	מה הערכה של האבן בכסף
common_voice_he_38104806	הקפה שלי חמוץ אבל לא באפן מגזם	הקפה שלי חמות אבל לא באפן מגזם
common_voice_he_38104807	אגב קראו לו כאן הציר האיטלקי	אגב קראו לו כאן הציר האיטלקי
common_voice_he_38104808	לא נעים לי להגיד לכם את האמת	לא נעים לי להגיד לכם את האמת
common_voice_he_38104809	אין לו דפוסים קבועים או נסח אחד	אינו דפוסים תלויים או נסח אחד
common_voice_he_38104821	הייתי רוצה להזמין סושי צמחוני היום בערב	הייתי רוצה להזמין סושי קמצוני היום בערב
common_voice_he_38104823	ספר וכתב על הנעשה אצלך בכלל ובפרט	ספר וכתב על הנעשה אצלך בכלל ובפרט
common_voice_he_38104824	עם הילקוט על השכם ובו חבילת הבגדים	עם הילקוט על השכם ובו חבילת הבגדים
common_voice_he_38104831	השמים תקשטו בבגדי תכלת חדשים כביום חג	השמים תקשטו בבגדי תכלת חדשים כביום חג
common_voice_he_38104832	אני משכנע שרבן המכריע הן מצביעות לכוד	אני משכנע שרבן המכריע הן מצביעות לכוד
common_voice_he_38104834	בחוץ משתוללת רוח אימה ולפרקים גם קצת מטפטף	בחוץ משתוללת רוח אימה ולפרקים גם קצת כטפטפת
common_voice_he_38115877	תמיד רצתה רותי לדעת מה עשו ולשאלותיה לא היה סוף	תמיד רצתה רותי לדעת מי עשו ולשאלותיה לא היה סוף
common_voice_he_38115879	אבל באותו זמן בא איזה אדם ובשר שהילדים נמצאים בעיר אחרת	אבל באותו זמן בא על ידי אדם ובשל שילדים נמצאים בעיר אחרת
common_voice_he_38118859	כלי תקוה שהאזניות לא התקלקלו כשטבלו בכוס הייתה	כלי תקוה שהאזניות לא יתקלקלו כשטבלו בכוס הייתה
common_voice_he_38118861	הירח מאוד בהיר הלילה	הירח מאוד בגיל על העגה
common_voice_he_38118862	אבל לרב ברגעים כאלה אינני כותבת	אבל לרב ברגעים כאלה אינני כותבת
common_voice_he_38118863	אל תמהרי לכי הביתה ונוחי קצת	אל תמעכי לכי הביתה ולא קצת
common_voice_he_38118866	אף פעם לא הבנתי למה שמשום יקר כל כך	אף פעם לא הבנתי למה שנשוון יקר כל כך
common_voice_he_38118867	חסר מים לכלוך מבהיל זבובים ומעל לכל חול	חסר מים לכלוך מפעיל זבובים ומאל החול חול
common_voice_he_38118868	אני צריכה להתרגל לזה	אני שקל להתרגל לזה
common_voice_he_38118869	כעת הנהו בן שבע	כעת אילנו בן שבת
common_voice_he_38118870	להתקין מלכדת לתרנגולות שהחלו להתחצף בשנים האחרונות	להתקין מלכדת לסר נבולות שהחלו להתחשב בשנים האחרונות
common_voice_he_38118871	מובן שהפעם איני מתנגדת לזריקה	מובן שהפעם איני מתנגדת לדריכה
common_voice_he_38118873	ככה ממהרים לכים מצוה ולתת נדבה לעני	ככה ממהרים לכים מצוה ולתת נדבה לעני
common_voice_he_38118874	מאז הייתהלך האנגלי ודעתו אינה שפויה עליו	מיד הקהלת האנגלי ודעתו אינה שפויה עליו
common_voice_he_38118875	לכל התחלה יש הסוף שלה	לכל התחלה יש הסוף שלה
common_voice_he_38118876	נוח לו לאדם לרקבה עמק באדמה מאשר ללכת למדינה ארורה זו	נח לו לאדם ויבקר עמק באדמה מאשר ללכת למדינה ארורה זו
common_voice_he_38118877	היא נגועה באי צדק כלפי הצד הפלסטיני	אי נגוח ואי צדק כלפי הצד הפלסטיני
common_voice_he_38118878	רוצה להיות חשפתי	רוצה להיות חשפתי
common_voice_he_38118879	אלפו הגוי מהכפר שלי מאוקראינה היה קובר עצמו חי מקנאה	אלפו הגוי מהכפר שלי מאוקראינה חיה כובל עצמו חי עם מיתנה
common_voice_he_38142066	וערשו כבר מתקרבים לסוף	וערשו כבר מתקרבים לסוף
common_voice_he_38142067	זקנה על מטתה באפל מאנחת	זכינה על מטתה באפל נתן אחת
common_voice_he_38142068	הבלון האדם עף גבוה בהרבה מהבלון הירק	הבלון האדם אך גבוה בגרדי מהבלון הירק
common_voice_he_38142069	אתה שנולדת כאן הרי אין סכנה שלא תחזר	אתה שנולדת כאן הרי אין סכנה שלא תחזר
common_voice_he_38142070	אני מרגישה שאני כותבת לא בדיוק מה שברצוני לבטא	אני מרגישה שאני כותבת לא בדיוק מה שברצוני לבטא
common_voice_he_38142071	זכויות האדם לא נבחנות רק בזכות להפגין	זכויות האדם לא נבחנות רק בזכות להדפתי
common_voice_he_38142073	ממכתבך נודע לי שכבר עזבת לגמרי איך ההרגשה	ממכתבך נודע לי שכבר עזבת לגמרי איך הרגשה
common_voice_he_38142074	בא המורה ואמר כי המחלקה יצאה לטיול עם המורה	בא המורה ואמר כי המחלקה יצאה לטיול עם המורה
common_voice_he_38142075	הוא נסה עוד פעם והדבר חזר ונשנה	הוא נסה עוד פעם והדבר חזר ונשנה
common_voice_he_38142076	הים מאוד גועש נראה לי דגל שחר	היה מאוד גועש נראה לי דגל שחר
common_voice_he_38142078	חלק מהנושאים שפסלו יבואו לפה בשבועות הקרובים	חלק מהנושאים שפסלו יבואו לפה בשבועות הקרובים
common_voice_he_38142079	הם נותנים לי כוח	הם נותנים לי כוח
common_voice_he_38142080	אני מבחינה גם בחסרונות המוסד הזה ובטוחה שגם מהחסרונות אלמד	אני מבחינה גם בחסרונות המוסד עד אל ובטוחה שגם מהחסרונות אלמד
common_voice_he_38142081	דני אבישי אתי רותי ואמנון שעמדו סביבו תשתנקו לשמע דבריו	דני אבישי אתי רותי ואמנון שעמדו סביבו השתתקו בשמת דבריו
common_voice_he_38142083	תרשים המקדש היה תרשימו של בית מקדש היהודים	תרשים המקדש היה תרשימו של בית מקדש היהודים
common_voice_he_38142084	לי אל תספר מעשיות	לי אל תספר מעשיות
common_voice_he_38142085	אין הוא זוחל כי אם מרקד	אין הוא זוחל כי אם מרקד
common_voice_he_38142086	ברור שבדרכים רגילות לא נשיג את האמצעים לחפירת באר	ברור שבדרכים רגילות לא נשיג את האמצעים לחפירת באר
common_voice_he_38142087	נתגלה רצון לעבד ליצר ואיך הצליחה הפעלה	נתגלה רצון לעבד ליצר והצבי ככה פעלה
common_voice_he_38142088	אתה אתי	אתה אתי
common_voice_he_38142089	היה אור לרגע ובחוץ נעשה חשך	חיה אור לרגע ובחוץ נעשה קשך
common_voice_he_38142090	לך אל החברה שיחזירו לך דמי כרטיס האינה ושוב למקום שבאת משם	לך אל החברה שהחזירו לך דמי כרטיס האינה ושוב למקום שבאת לשם
common_voice_he_38142096	לא תצמיח לא דשא לא עץ	לא תטיח לא דשא לא עץ
common_voice_he_38142097	כנותי להתרגשות סביב המאורעות בארץ ישראל והקונגרסים הציוניים	כנותי להתרגשות סביבך מהוראות בארץ ישראל והקונגרסים הציוניים
common_voice_he_38142098	ערשו נסעה למרחקים	ערשו נסעה למרחקים
common_voice_he_38142099	מה אתה מבין בקולות הנה לך בר סמא חדש	מה אתה מבין בקולות הנה לך בא סמך חדש
common_voice_he_38142101	יש לו רק מאפיה ותנור חם סל גדול ושלוש שעות מנוחה	יש לו רק מאפיה ותנור חם סל גדול ושלוש שעות מלוכה
common_voice_he_38142102	שני ההורים שלו עדין בחיים	שני ההורים שלו עדין בחיים
common_voice_he_38142103	אבל אלה עדין אינם בידינו	אבל אלה עדין אינם בידינו
common_voice_he_38142104	זו האירוניה של למודי ההיסטוריה אנחנו תמיד יכולים לפשט בדיעבד	זו האירוניה של למודי ההיסטוריה אנחנו תמיד יכולים לפשט בדיעבד
common_voice_he_38142105	כל כך הרבה זמן לא ראיתי אותו	כל כך הרבה זמן לא ראיתי אותו
common_voice_he_38146664	המחזיר אתה גם כן למי שהפסיד אצלך	המזיל אתה גם כן למי שהפסיד אצלך
common_voice_he_38146666	כאשר באה שירת הפליטים היה יוליוס הילד היחיד בין כל אלה שבאו	כאשר בא שירת הפליטים היה יוסי הילד היחיד בין כל הילד של פעור
common_voice_he_38146667	עיניו הבריקו ולשונו הסתבכה בפיו	עיניו הבריקו ולשונו הסתבכה בפיו
common_voice_he_38146669	האנזים שלי מחדדות גם של סבתא שלי כאלה	האנזים שלי מחדדות גם של סבתא שלי כאלה
common_voice_he_38146672	מששמעתי שיש לעשות משהו מפיך מיד נצנץ רעיון בלבי	כששמעתי שיש לעשות משהו מפיך מיד נצנץ רעיון בלבי
common_voice_he_38146694	תחלה הלכתי ברצון אבל אחרי כן ראיתי שלא כדאי נראה	תחלה הלכתי ברצון אבל אחרי כן ראיתי שלא כדאי נראה
common_voice_he_38146695	היא הייתה נראית כילדה בת תשע שזה עתה עזבה את בית החולים	היא הייתה נראית כילדה בת תשע שזה עתה עזבה את בית החולים
common_voice_he_38146696	אף פעם לא ראיתי תוכי כל כך מאשר	אף פעם לא ראיתי צוקי כל כך מאשר
common_voice_he_38146702	יש לי היום משמעותית יותר חברים משהיו לי בגיל עשרים	יש לי כיום משמעותית יותר חברים משהיו לי בגיל עשרים
common_voice_he_38146703	אולי יש לו מה להגיד	אולי יש לו מה להגיד
common_voice_he_38146705	ותספר לנו כיצד קרה הדבר	ותספר לנו כיצד קרה לך דבר
common_voice_he_38146706	היא הרגישה שמחה וכחנית	היא הרגישה שמחה והיתכני
common_voice_he_39844331	לא מדיני לא פוליטי ולא מגזרי	לא מדיני לא פוליטי ולא מגזרי
common_voice_he_39844332	מה זה כבודו הזמן כדת וכדין	מה זה כבודו וזמן כדת וכדין
common_voice_he_39844333	הקול קול אהוד וגידים ידי ביבי	הקול קול אהוד וגידים ידי ביבי
common_voice_he_39753055	ואלפו יעד כבר מקום לבית המשפט החדש בצפת	ואלפו יעד כבר מקום חדש לבית המשפט החדש בצפת
common_voice_he_39753056	מבצע שלמה מפקד סירת מכטל בעבר יושב כאן	מבצע שלמה מפקד סירת מכטל בעבר יושב כאן
common_voice_he_39753057	אף מלה יחידה לא תציל מפי השמעת	אף מלה יחידה לא תציל מפי השמעת
common_voice_he_39753058	ומן הראוי היה שמשרד החנוך עסק היום בדברים הרבה יותר חשובים	ומן הראוי היה שמשרד החנוך עסק היום בדברים הרבה יותר חשובים
common_voice_he_39753059	שילמדו משהו מהי קרן חברתית אמתית חדשה	שילמדו משהו מהי קרן חברתית אמתית חדשה
common_voice_he_39753067	אם היא חוששת להפסיד אנשים מהלכוד והיא הולכת ימינה	אם היא חוששת להפסיד אנשים מהלכוד והיא הולכת ימינה
common_voice_he_39753068	מטלת אחריות לא לתת לאנשים לשמע הרהורים בין שהטין	מטלת אחריות לא לתת לאנשים לשמע הרהורים בין השיטים
common_voice_he_39753069	לגמא הקורס כאן רחוק הוא מלהיות גיהינום על פני אדמות	לדגמה הקורס כאן רחוק הוא מלהיות הגנום על פני אדמות
common_voice_he_39753070	כדי ליצר כדאיות ליזמים ולבנות דירות להשכרה	כדי ליצר כדאיות ליזמים ולבנות דירות להשכרה
common_voice_he_39753072	כי זה לא מה שישמש תרופה	כי זה לא מה שישמש תרופה
common_voice_he_39753082	זה מראה בדיוק באיזו פשיטת רגל מוסרית נמצאת תנועת הלכוד	זה מראה בדיוק באיזו פשיטת רגל מוסרית נמצאת תנועת הלכוד
common_voice_he_39753083	חמאת בטנים זה אחלה	חמאת בטנים זה אחלה
common_voice_he_39753088	והזקן תקע באותו מקום את הסכין שבקצה המשוט	והזקן תקע באותו מקום את הסכין שבקצה המשות
common_voice_he_39753089	החל המשרד לטפל בבעיה החמורה הזאת כמו בעוד כמה בעיות חמורות	החל המשרד לטפל בבעיה החמורה הזאת כמו בעוד כמה בעיות חמורות
common_voice_he_39753112	גם יתחיל לראות מה קורה באמת בדמוקרטיה	גם יתחיל לראות מה קורה באמת בדמוקרטיה
common_voice_he_39753113	חיים בשקט בשלוה ובשלום בזכויות מלאות	חיים בשקט בשלוה ובשלום בזכויות מלאות
common_voice_he_39753114	השביל בין גן הילדים לגנה מואר באור אדם	השביל בין גן הילדים לגנה מואר באור אדם
common_voice_he_39753115	אני בטוח שלא זאת חונת המחוקקים	אני בטוח שלא זאת חונת המחוקקים
common_voice_he_39753116	ולהשתמש בשותים הטובים שהמצרים מוכנים לתת	ולהשתמש בשותים הטובים שהמצרים מוכנים לתת
common_voice_he_39753131	לא בתל אביב ולא בחיפה ולא בערים	לא בתל אביב ולא בחיפה ולא בערים
common_voice_he_39753133	רצח ילדים רצח שהדעת לא סובלת	רצח ילדים רצח שהדעת לא סובלת
common_voice_he_39753134	בתאריך חמשה עשר באוקטובר נסגר המקום בצו מנהלי	בתאריך חמש עשרה באוקטובר נסגר המקום בצו מנהלי
common_voice_he_39753135	בתאריך שבעה באוקטובר אלפים ושש נורה ונרצח בן משפחת כאדר	בתאריך שבע באוקטובר אלפים ושש נורה ונרצח בן משפחת כאדר
common_voice_he_39753136	בלתי אנושית בלתי הוגנת בלתי צודקת	בלתי אנושית בלתי הוגנת בלתי צודקת
common_voice_he_39753149	מה אנחנו מתפלאים שפוגעים בצפור נפשנו	מה אנחנו מתפלאים שפוגעים בצפור נפשנו
common_voice_he_39753150	אני מביא דוגמאות לשלוש דמוקרטיות במזרח התיכון	אני מביא דוגמאות לשלוש דמוקרטיות במזרח התיכון
common_voice_he_39753151	אלו צעדים נקט כדי שזה אכן יבצע	אלו צעדים נקט כדי שזה אכן יבצע
common_voice_he_39753153	הצעדה תתחיל בשעה ארבע ליד התחנה המרכזית	הצעדה תתחיל בשעה שש עשרה ליד התחנה המרכזית
common_voice_he_39753154	אז הבינו למה ההחלטה הזאת לא יכולה להתקבל בשלוף	אז הבינו למה ההחלטה הזאת לא יכולה להתקבל בשלוף
common_voice_he_39753165	רבות היו האכזבות	רבות היו האכזבות
common_voice_he_39753166	והם הכל יכולים והם רשאים לעשות מה שהם רוצים בסילאן ובכלל בעיר ירושלים	והם הכל יכולים והם רשאים לעשות מה שהם רוצים בסילאן ובכלל בעיר ירושלים
common_voice_he_39753167	ראשי הורשתים החשאיים של דרום אפריקה היו הרבה יותר פרגמטיים מכל משטר האפרטהייד	ראשי הורשתים החשאיים של דרום אפריקה היו הרבה יותר פרגמטיים מכל משטר האפרטהייד
common_voice_he_39753168	זה יתקן בפרוטוקול ואני מניח שלא תקבלי מכתב פטורים בדקות הקרובות	זה יתקן בפרוטוקול ואני מניח שלא תקבלי מכתב פטורים בדקות הקרובות
common_voice_he_39753169	תשלום המסים בא גם לתת חנוך לאנשים	תשלום המסים בא גם לתת חנוך לאנשים
common_voice_he_39753184	כשאין שמונה מאות שקל בבית עם ארבעה ילדים	כשאין שמונה מאות שקל בבית עם ארבעה ילדים
common_voice_he_39753185	האם להעביר אדמות להקמת ישוב ערבי זה ציוני או לא ציוני	האם להעביר אדמות להקמת ישוב ערבי זה ציוני או לא ציוני
common_voice_he_39753186	הם דואגים למיליון ורבע איש שנמצאים בקרנות הפנסיה ותיקות והחדשות	הם דואגים למיליון ורבע איש שנמצאים בקרנות הפנסיה ותיקות והחדשות
common_voice_he_39753187	נדמה לי שהתכנית הזאת היא תכנית אכזרית מביחד	נדמה לי שהתכנית הזאת היא תכנית אכזרית מביחד
common_voice_he_39753188	ללא כבישים וללא אמצעי תחבורה מסדרים	ללא כבישים וללא אמצעי תחבורה מסדרים
common_voice_he_39753206	הלילה הטעות הזאת תקנה ומחירי הדלק ירדו	הלילה הטעות הזאת תקנה ומחירי הדלק ירדו
common_voice_he_39753207	שחמשה אחוז מהדירות במכרזים שאנחנו מוציאים הולכים לדיור צבורי	שחמש אחוזים מהדירות במכרזים שאנחנו מוציאים הולכים לדיור צבורי
common_voice_he_39753209	אני חוזר ואומר לא מיכאל איתן	אני חוזר ואומר לא מיכאל איתן
common_voice_he_39753210	כמו גם להציב תמרור אזהרה ואמירה ברורה	כמו גם להציב תמרור אזהרה ואמירה ברורה
common_voice_he_39753224	משדרים ברחבי הארץ ואף סעי בעתור גגות מתאימים להתקנת המשדרים	משדרים ברחבי הארץ ואף סעי בעתור גגות מתאימים להתקנת המשדרים
common_voice_he_39753225	שתפעיל בתוך פרק זמן קצר תכנית יפלוט להגברת הפקוח והאכיפה בדרום הארץ	שתפעיל בתוך פרק זמן קצר תכנית יפלוט להגברת הפקוח והאכיפה בדרום הארץ
common_voice_he_39753226	תכנית זו כוללת בחבה גזרות קשות מנשא	תכנית זו כוללת בחובה גזרות קשות מנשא
common_voice_he_39753227	וידבר יוצא מן האולם פשוט מאוד	וידבר יוצא מן העולם פשוט מאוד
common_voice_he_39753228	לא נתקדם לא נלך לא נבוא	לא נתקדם לא נלך לא נבוא
common_voice_he_39753242	חמשה אחוז זה עדין מספר גדול	חמש אחוזים זה עדין מספר גדול
common_voice_he_39753243	שפיר ושמואל הנכדים אחיו אריה שתנסקי	שפיר ושמואל הנכדים אחיו אריה שתנסקי
common_voice_he_39753244	הנשים כבר היו מלאות ילדים חדשים	הנשים כבר היו מלאות ילדים חדשים
common_voice_he_39753245	אדם הרעב ללחם הוא אדם שכבודו כאדם נפגע	אדם הרעב ללחם הוא אדם שכבודו כאדם נפגע
common_voice_he_39753246	שעם אדם ממוצא פלסטיני אי אפשר להתחתן	שעם אדם ממוצא פלסטיני אי אפשר להתחתן
common_voice_he_39753268	הקניון הגדול מקבוצת עזריאל	הקניון הגדול מקבוצת עזריאל
common_voice_he_39753269	פורחים כדורים אגוזים מתפצחים אני מתכון לפצצות	פורחים כדורים אגוזים מתפצחים אני מתכון לפצצות
common_voice_he_39753270	כדי לא להגיע למעשה גזעני או לאפליה	כדי לא להגיע למעשה גזעני או לאפליה
common_voice_he_39753271	ואכן יקלטו מאות מורים ערבים במערכת החנוך היהודית	ואכן יקלטו מאות מורים ערבים במערכת החנוך היהודית
common_voice_he_39753272	שלא ירגישו שהם לבד בסבל שהם סובלים	שלא ירגישו שהם לבד בסבל שהם סובלים
common_voice_he_39753279	החצי הדרומי הוא כבר לא ים	החצי הדרומי הוא כבר לא ים
common_voice_he_39753280	כמו יום האדמה וכמו אוקטובר אלפים	כמו יום האדמה וכמו אוקטובר אלפים
common_voice_he_39753281	חלק גדול מהתאונות קורות מתחת לבתים	חלק גדול מהתאונות קורות מתחת לבתים
common_voice_he_39753282	וזה מה הבסיס לחלק גדול מעוניו	וזה מה הבסיס לחלק גדול מעוניו
common_voice_he_39753283	מחר יצאו לחפשה למעלה ממיליון תלמידים	מחר יצאו לחפשה למעלה ממיליון תלמידים
common_voice_he_39753438	אנחנו עושים את זה היום כבר בבתי החולים	אנחנו עושים את זה היום כבר בבתי החולים
common_voice_he_39753439	שהיא מערכת סבירה במנחים המקבלים בעולם המערבי	שהיא מערכת סבירה במנחים המקבלים בעולם המערבי
common_voice_he_39753440	אב הפעוטה לא נחקר תחת אזהרה כי אם נגבתה ממנו עדות פתוחה	אב הפעוטה לא נחקר תחת אזהרה כי אם נגבתה ממנו עדות פתוחה
common_voice_he_39753441	להבטחת חיי אדם וגם לקדשת חיי אדם	להבטחת חיי אדם וגם לקדשת חיי אדם
common_voice_he_39753442	שהצמיד קצבה ממיסת לשכר הממצע ולא למדד	שהצמיד קצבה ממיסת לשכר הממצע ולא למדד
common_voice_he_39753458	שנמצא בעבודה באפריקה או בארצות הברית	שנמצא בעבודה באפריקה או בארצות הברית
common_voice_he_39753459	ערבי זה ערבי ויהודי זה יהודי	ערבי זה ערבי ויהודי זה יהודי
common_voice_he_39753460	הם הקימו ארגון הורים לנפגעי חזרה בתשובה	הם הקימו ארגון הורים לנפגעי חזרה בתשובה
common_voice_he_39753461	בעולם המערבי זמן ההגעה לרוע קצר מאוד	בעולם המערבי זמן ההגעה לרוע קצר מאוד
common_voice_he_39753462	שתף פעלה גם עם השנויים ועם המציאות הפתוחה	שתף פעלה גם עם השנויים ועם המציאות הפתוחה
common_voice_he_39753468	אני לא אפרט מי יודע מה	אני לא אפרט מי יודע מה
common_voice_he_39753469	דיוני הועדה פתוחים לאתונאים על בסיס יומיומי	דיוני הועדה פתוחים לאתונאים על בסיס יומיומי
common_voice_he_39753470	מרכזי חסן קהילתיים בשדרות ובארבע מועצות אזוריות בעוטף עזה	מרכזי חסן קהילתיים בשדרות ובארבע מועצות אזוריות בעוטף עזה
common_voice_he_39753471	והוא גם לא איזה אות הטינות	והוא גם לא איזה אות הטינות
common_voice_he_39753472	ספר לי אהובי על חייך על ילדותך	ספר לי אהובי על חייך על ילדותך
common_voice_he_39753478	שניהם ראויים לגצי את הכנסת	שניהם ראויים לגצי את הכנסת
common_voice_he_39753479	עשרים ותשעה באוקטובר אלף תשע מאות חמשים ושש היה יום קשה	עשרים ותשע באוקטובר אלף תשע מאות חמשים ושש היה יום קשה
common_voice_he_39753480	המכתב נכתב כפי שכתבתי בראשו בשעה כזו מאחרת	המכתב נכתב כפי שכתבתי בראשו בשעה כזו מאחרת
common_voice_he_39753481	אני לא מרגיש מסכן ברוך השם	אני לא מרגיש מסכן ברוך השם
common_voice_he_39753482	בארבעה ביוני שגר דר יואב ספיר	בארבעה ביוני שגר דוקטור יואב ספיר
