filename	reference_text	transcribed_text
common_voice_he_39937171	הקל ה יועץ ה משפטי מאוד עם ניצב מזרחי ו ספק אם החלטתו עומדת ב מבחן בוזגלו	הקל ה יועץ ה משפטי מאוד עם ניצב מזרחי ו ספק אם החלטתו עומדת ב מבחן בוזגלו
common_voice_he_39937172	בעוד שבועיים מתכנסת גם מועצת ה הימורים	בעוד שבועיים מתכנסת גם מועצת ה הימורים
common_voice_he_39937173	ה נושא פנים ל אכלוסיה בעלת ה הכנסה ה נמוכה ב משק	ה נושא פנים ל אכלוסיה בעלת ה הכנסה ה נמוכה ב משק
common_voice_he_39937174	ו הצביע נגד ה קשישים ו ה נזקקים ב עניין פטור מ אגרה	ו הצביע נגד ה קשישים ו ה נזקקים ב עניין פטור מ אגרה
common_voice_he_39937175	סחבת תיקים ש נערמים תיקי הוצאה לפעול	סחבת תיקים ש נערמים תיקי הוצאה לפעול
common_voice_he_39937181	ו רק אחרי דיכוי ה טרור ו רק אחרי הפסקת אש כללית	ו רק אחרי דיכוי ה טרור ו רק אחרי הפסקת אש כללית
common_voice_he_39918067	ש יחליטו אם הוא ב צד ה זה או ב צד ה הוא	ש יחליטו אם הוא ב צד ה זה או ב צד ה הוא
common_voice_he_39918066	חשוב לבחור משפטים עם מגון לקסיקלי	חשוב לבחור משפטים עם מגון לקסיקלי
common_voice_he_39918065	מ כל אלה נשארו רק שתי חנויות פתוחות	מ כל אלה נשארו רק שתי חנויות פתוחות
common_voice_he_39831363	חסרות השכלה ש לא מסגלות למצוא עבודה	חסרות השכלה ש לא מסגלות למצוא עבודה
common_voice_he_39831344	לאחר תקופה סוערת הרי מה ש נשאר אינו אלא פרשת זיכרונות	לאחר תקופה סוערת הרי מה ש נשאר אינו אלא פרשת זיכרונות
common_voice_he_39831345	אז אי אפשר לקבל איזו הוראה ש מגיעה מעבר ל ים	אז אי אפשר לקבל איזו הוראה ש מגיעה מעבר ל ים
common_voice_he_39831351	ב ראש ה ועדה עומדת כבוד ה שופטת מרים נאור	ב ראש ה ועדה עומדת כבוד ה שופטת מרים נאור
common_voice_he_39831352	אמרתי דווקא בית חולים נהריה ו לא בית חולים צפת	אמרתי דווקא בית חולים נהריה ו לא בית חולים צפת
common_voice_he_39831353	כמה ה מצוקה היא אדירה ו כמה ה עני הוא נורא	כמה ה מצוקה היא אדירה ו כמה ה עני הוא נורא
common_voice_he_39831354	כאשר יחלפו שלוש דקות מ רגע השמעת ה צלצול	כאשר יחלפו שלוש דקות מ רגע השמעת ה צלצול
common_voice_he_39831355	ב הזדמנות זו אני מבקש להודות מכאן	ב הזדמנות זו אני מבקש להודות מכאן
common_voice_he_39831361	מכיון ש ה צבור עדין לא ערוך ו לא מוכן	מכיון ש ה צבור עדין לא ערוך ו לא מוכן
common_voice_he_39831362	כמה מהלכים מאוד משמעותיים ש הם לא בדיוק הפרטה	כמה מהלכים מאוד משמעותיים ש הם לא בדיוק הפרטה
common_voice_he_39831364	נובמבר אלפים ו שמונה התקף ב תל אביב מר אבי ניר	נובמבר אלפים ו שמונה התקף ב תל אביב מר אבי ניר
common_voice_he_39918059	ה מבצע ש צהל מנהל ב עזה הוא מצדק	ה מבצע ש צהל מנהל ב עזה הוא מצדק
common_voice_he_39831365	שרותי ה בריאות ה חנוך ו ה רווחה ממשיכים להידרדר	שרותי ה בריאות ה חנוך ו ה רווחה ממשיכים להידרדר
common_voice_he_39831376	כי לקח טוב נתתי לכם תורתי אל תעזבו	כי לקח טוב נתתי לכם תורתי אל תעזבו
common_voice_he_39831377	אני יוצא נגד ה טענה ה מגחכת ה זאת	אני יוצא נגד ה טענה ה מגחכת ה זאת
common_voice_he_39831378	לא יהיו תקלות ב דרך אבל ב כל ה טווח ה מקבל	לא יהיו תקלות ב דרך אבל ב כל ה טווח ה מקבל
common_voice_he_39831379	אני כ שלעצמי רוצה ל עבד ללמד להתקדם ב שפה ה עברית	אני כ שלעצמי רוצה ל עבד ללמד להתקדם ב שפה ה עברית
common_voice_he_39918055	ו אנו עדים לגדול נכר ב מספר ה משתמשים ב סמים בקרב בני ה נער	ו אנו עדים לגדול נכר ב מספר ה משתמשים ב סמים בקרב בני ה נער
common_voice_he_39918056	נכון ל רגע זה ו הלוואי ש גם הלאה	נכון ל רגע זה ו הלוואי ש גם הלאה
common_voice_he_39918057	כמה זמן ייקח לי להגיע מה בית ל נתניה	כמה זמן ייקח לי להגיע מה בית ל נתניה
common_voice_he_39918058	ש פעם אמרו שאבן ש זרק טיפש ל בור	ש פעם אמרו שאבן ש זרק טיפש ל בור
common_voice_he_39937182	כי כאשר החלטנו של משל מתדלקים או מי ש עובד ב מלונאות ירוויח שכר הולם	כי כאשר החלטנו של משל מתדלקים או מי ש עובד ב מלונאות ירוויח שכר הולם
common_voice_he_39937203	ו כן לעשות זאת ב כסף ו ב שווה כסף	ו כן לעשות זאת ב כסף ו ב שווה כסף
common_voice_he_39937204	מערכת זו הביאה ל שיפור ב שיעור ה טיפולים ה מתאימים ש ספקו ל חולים	מערכת זו הביאה ל שיפור ב שיעור ה טיפולים ה מתאימים ש ספקו ל חולים
common_voice_he_40001968	ארגון לב ל אחים פועל ל חיזוק ה תודעה ה יהודית ו ל עידוד ה חנוך ה תורני	ארגון לב ל אחים פועל ל חיזוק ה תודעה ה יהודית ו ל עידוד ה חנוך ה תורני
common_voice_he_40001959	טענה כי פנוי ה ישובים הוא מחיר ש ראוי לשלם	טענה כי פנוי ה ישובים הוא מחיר ש ראוי לשלם
common_voice_he_40001960	ה רכבת ה קלה ב תל אביב עוברת מתחת ל אדמה ו מגיעה עד פתח תקוה ו ליד יפו	ה רכבת ה קלה ב תל אביב עוברת מתחת ל אדמה ו מגיעה עד פתח תקוה ו ליד יפו
common_voice_he_40001961	כ ארבע מאות אלף מנות חסון אמורות להגיע בתוך ה שבועיים ה קרובים	כ ארבע מאות אלף מנות חסון אמורות להגיע בתוך ה שבועיים ה קרובים
common_voice_he_40001962	ו נופלים קסמים ו ה תשובה היא קסמים ש מסמים	ו נופלים קסמים ו ה תשובה היא קסמים ש מסמים
common_voice_he_40001963	התבשרנו אתמול ש ה מתון הסתים ו התחילה הצמיחה	התבשרנו אתמול ש ה מתון הסתים ו התחילה הצמיחה
common_voice_he_40001964	ש תמיד עוזרת ו תמיד טובה ו תמיד חשובה	ש תמיד עוזרת ו תמיד טובה ו תמיד חשובה
common_voice_he_40001965	אני מתכבד להודיע ב זאת על חלופי אישים ב וועדה ל ענייני בקרת ה מדינה מ טעם סיעת ה עבודה	אני מתכבד להודיע ב זאת על חלופי אישים ב וועדה ל ענייני בקרת ה מדינה מ טעם סיעת ה עבודה
common_voice_he_40001966	ה הצבעה תערך כך מי ש מצביע בעד	ה הצבעה תערך כך מי ש מצביע בעד
common_voice_he_40001967	ו בקשתי הצעה ל סדר ה יום לגבי ה מקרה של ה יום	ו בקשתי הצעה ל סדר ה יום לגבי ה מקרה של ה יום
common_voice_he_40001970	ה איש יודע ש אי אפשר לעשות טרנספר ל ערבים	ה איש יודע ש אי אפשר לעשות טרנספר ל ערבים
common_voice_he_40001957	ב עניין יהודי אתיופיה הולכים הרבה יותר רחוק מעבר ל סבתא	ב עניין יהודי אתיופיה הולכים הרבה יותר רחוק מעבר ל סבתא
common_voice_he_40001972	ש אני ו ה צבור ש אני מיצג די פתוחים ב עניין ה זה	ש אני ו ה צבור ש אני מיצג די פתוחים ב עניין ה זה
common_voice_he_43539839	ה נתונים ל הסתה פרועה מצד מפלגה זו	ה נתונים ל הסתה פרועה מצד מפלגה זו
common_voice_he_43539841	יצאה ל דרך אינתיפאדת ה הפרדות מ סוריה ב לבנון	יצאה ל דרך אינתיפאדת ה הפרדות מ סוריה ב לבנון
common_voice_he_43539842	ו לא צפוי הליך בחירות נוסף ב תקופה ה קרובה	ו לא צפוי הליך בחירות נוסף ב תקופה ה קרובה
common_voice_he_43539843	סיכון נזילות ה סיכון של משתתף לא יהיו די כספים לעמד ב חיוביו ב מועדם	סיכון נזילות ה סיכון של משתתף לא יהיו די כספים לעמד ב חיוביו ב מועדם
common_voice_he_43539844	זה מתפוצץ ב פה ו נימוח	זה מתפוצץ ב פה ו נימוח
common_voice_he_43539846	ו כמובן גם חפצים להשיג נשק גרעיני	ו כמובן גם חפצים להשיג נשק גרעיני
common_voice_he_43539848	לחפש ה דעה ו ה ביטוי לחפש ה התכנסות ו ה התאגדות	לחפש ה דעה ו ה ביטוי לחפש ה התכנסות ו ה התאגדות
common_voice_he_43539852	אבל אני חיבת לפתח ו להביע תמיהה על כך ש אתה מבקש לקיים דיון מחדש	אבל אני חיבת לפתח ו להביע תמיהה על כך ש אתה מבקש לקיים דיון מחדש
common_voice_he_40001958	אלא אני עומד גם מאחורי ה מלים ש הוא לא צטט	אלא אני עומד גם מאחורי ה מלים ש הוא לא צטט
common_voice_he_42358470	ו הם נמצאים ב מקום ה זה לא ב התלהבות ו לא ב שמחה	ו הם נמצאים ב מקום ה זה לא ב התלהבות ו לא ב שמחה
common_voice_he_39937205	זה החל ב שבוע ש עבר שמעתי ב אמצעי התקשרת אנשים מתוך ה בית ה זה	זה החל ב שבוע ש עבר שמעתי ב אמצעי התקשרת אנשים מתוך ה בית ה זה
common_voice_he_40977318	ה עיר ה פתוחה אז לפני כ שנתים ו משהו	ה עיר ה פתוחה אז לפני כ שנתים ו משהו
common_voice_he_39937206	ו ה בעיה היא ש זוגות צעירים מ משפחות ברוכות ילדים מתייאשים מ השגת דירה ו מ רכישת קורת גג	ו ה בעיה היא ש זוגות צעירים מ משפחות ברוכות ילדים מתייאשים מ השגת דירה ו מ רכישת קורת גג
common_voice_he_39937207	אולי נקדה נוספת ש נוגעת ל תכנית ה כלכלית ה זאת	אולי נקדה נוספת ש נוגעת ל תכנית ה כלכלית ה זאת
common_voice_he_39937264	אנחנו מציינים ב ימים אלו מאה שנים ל הולדתו של מפקד ה אצל ה נערץ	אנחנו מציינים ב ימים אלו מאה שנים ל הולדתו של מפקד ה אצל ה נערץ
common_voice_he_39937265	בית ה משפט הוא אחת מ שלשת ה רשויות ה מדיניות ב דמוקרטיות	בית ה משפט הוא אחת מ שלשת ה רשויות ה מדיניות ב דמוקרטיות
common_voice_he_39937266	רני בריזון ויקטור ברילובסקי ענבל גבריאלי	רני בריזון ויקטור ברילובסקי ענבל גבריאלי
common_voice_he_39937267	ו מספר יחידות ה דיור ה דרוש ל השגת יעד זה הוא עשרים ו שתים אלף יחידות	ו מספר יחידות ה דיור ה דרוש ל השגת יעד זה הוא עשרים ו שתים אלף יחידות
common_voice_he_39937268	ה מצב ש מצטייר הוא כאלו ה צפון לא שיך ל הודנה משום מה	ה מצב ש מצטייר הוא כאלו ה צפון לא שיך ל הודנה משום מה
common_voice_he_39937269	זה כזב ש אפשר להגיע ל צמיחה כלכלית יחד עם המשך ה כבוש ו ה עימות	זה כזב ש אפשר להגיע ל צמיחה כלכלית יחד עם המשך ה כבוש ו ה עימות
common_voice_he_39937270	"חדש בל""ד רעם מרץ יהדות ה תורה"	"חדש בל""ד רעם מרץ יהדות ה תורה"
common_voice_he_39937272	ה מוזיקה של לירק היא בעקר ב סגנון ה פופ אך היא משלבת בתוכה גם סגנונות שונים	ה מוזיקה של לירק היא בעקר ב סגנון ה פופ אך היא משלבת בתוכה גם סגנונות שונים
common_voice_he_40001950	"קבוצת סיעת ה אחוד ה לאומי ו קבוצת סיעת מרץ ל פרק י""ב חשמל לא נתקבלה"	"קבוצת סיעת ה אחוד ה לאומי ו קבוצת סיעת מרץ ל פרק י""ב חשמל לא נתקבלה"
common_voice_he_39937278	ש היא גדולה ללא שום התחשבנויות קטנות	ש היא גדולה ללא שום התחשבנויות קטנות
common_voice_he_39937279	שמחת מעמד בינים אני אקרא ל זה	שמחת מעמד בינים אני אקרא ל זה
common_voice_he_39937280	זה לא יעזור ו זה לא יעזור	זה לא יעזור ו זה לא יעזור
common_voice_he_39937281	אני רוצה לשחרר שלושים אלף יחידות דיור מ אשרות ב חיפה	אני רוצה לשחרר שלושים אלף יחידות דיור מ אשרות ב חיפה
common_voice_he_39937282	ש בית חולים ברזילי מסכן חיי אדם	ש בית חולים ברזילי מסכן חיי אדם
common_voice_he_40001946	דווקא בגלל זה אני מציע ל ידידי	דווקא בגלל זה אני מציע ל ידידי
common_voice_he_40001947	ה משמעות היא ש אי אפשר להכניס מצלמות ל בית ספר	ה משמעות היא ש אי אפשר להכניס מצלמות ל בית ספר
common_voice_he_40001948	תוך אמוץ מדיניות כלכלית חברתית צודקת	תוך אמוץ מדיניות כלכלית חברתית צודקת
common_voice_he_43313168	אז ל צערי אנחנו לא יכולים לעשות הרבה	אז ל צערי אנחנו לא יכולים לעשות הרבה
common_voice_he_39831343	ה פליטים ב סודן נמצאו ב עקר ב עיר ה גדולה גדרף	ה פליטים ב סודן נמצאו ב עקר ב עיר ה גדולה גדרף
common_voice_he_39831342	זה נסח ה תקנה תושב ה רשות ה פלסטינית או מ מוצא פלסטיני	זה נסח ה תקנה תושב ה רשות ה פלסטינית או מ מוצא פלסטיני
common_voice_he_39831341	מזהירים אותך חייבים להבטיח מנגנון צמיחה	מזהירים אותך חייבים להבטיח מנגנון צמיחה
common_voice_he_39778688	הוא ידבר שש או שבע דקות	הוא ידבר שש או שבע דקות
common_voice_he_39778673	כמובן ל מפלגות ו כמובן הגבלת שליטה זרה	כמובן ל מפלגות ו כמובן הגבלת שליטה זרה
common_voice_he_39778674	הם מצאו כתבת טובה לתת ב ראש	הם מצאו כתבת טובה לתת ב ראש
common_voice_he_39778675	תקבל משפחה שבה עשר ילדים אלף מאה ו שמונים שקלים בלבד	תקבל משפחה שבה עשר ילדים אלף מאה ו שמונים שקלים בלבד
common_voice_he_39778676	כי זה גורם נזק ל מאבקנו ה צודק	כי זה גורם נזק ל מאבקנו ה צודק
common_voice_he_39778677	אנחנו אולי רגילים ל נסיגה חד צדדית	אנחנו אולי רגילים ל נסיגה חד צדדית
common_voice_he_39778678	יש לה משמעות ל אנשים ש מקבלים הבטחת הכנסה	יש לה משמעות ל אנשים ש מקבלים הבטחת הכנסה
common_voice_he_39778679	אני רוצה לסיים ממש ב בשורה אחת מ ספר ירמיהו	אני רוצה לסיים ממש ב בשורה אחת מ ספר ירמיהו
common_voice_he_39778685	אני חושב ש זו בשורה גדולה מאוד ל מאות	אני חושב ש זו בשורה גדולה מאוד ל מאות
common_voice_he_39778687	יש הוראה ל כתבי ה רדיו לצאת ביחד	יש הוראה ל כתבי ה רדיו לצאת ביחד
common_voice_he_39778690	מ הגדרת מדיניות סדורה מול ה צבור ה ערבי	מ הגדרת מדיניות סדורה מול ה צבור ה ערבי
common_voice_he_39778670	האם כבר חלף מה עולם שלטונו של אדם ב אדם או שלטונו של עם ב עם	האם כבר חלף מה עולם שלטונו של אדם ב אדם או שלטונו של עם ב עם
common_voice_he_39778691	כי מתוך ה קואליציה גם בא ה תיקון	כי מתוך ה קואליציה גם בא ה תיקון
common_voice_he_39778692	ה משטרה נערכה ל טפול ב אלימות ב מתחמי בלוי ב סופי ה שבוע	ה משטרה נערכה ל טפול ב אלימות ב מתחמי בלוי ב סופי ה שבוע
common_voice_he_39778693	ש איננה מתנהגת גם ב עניין ה זה ב צורה ראויה	ש איננה מתנהגת גם ב עניין ה זה ב צורה ראויה
common_voice_he_39778694	מ חמש עשרה ב אוקטובר עד חמש עשרה ב נובמבר זה חדש ל דיונים ל בחינת ה נושא	מ חמש עשרה ב אוקטובר עד חמש עשרה ב נובמבר זה חדש ל דיונים ל בחינת ה נושא
common_voice_he_39778700	אני לא מתפקד ב עבודה עקב חסר ב שעות שנה	אני לא מתפקד ב עבודה עקב חסר ב שעות שנה
common_voice_he_39778701	כי הוא החליט ש לא להעלות מסים	כי הוא החליט ש לא להעלות מסים
common_voice_he_39778702	מיד עם כניסתי ל תפקיד פעלתי ב שלוש מישורים שונים	מיד עם כניסתי ל תפקיד פעלתי ב שלוש מישורים שונים
common_voice_he_39778703	ש מאפשרת את השבחת כוח ה הוראה באמצעות שכר דיפרנציאלי ה דבר ה זה נעדר מ שם	ש מאפשרת את השבחת כוח ה הוראה באמצעות שכר דיפרנציאלי ה דבר ה זה נעדר מ שם
common_voice_he_39778704	היא בונה גטו כזה נוראי ל פלסטינים	היא בונה גטו כזה נוראי ל פלסטינים
common_voice_he_39778671	אפשר לומר ש ה יום אין סיוע ב משכנתאות	אפשר לומר ש ה יום אין סיוע ב משכנתאות
common_voice_he_39771319	למעט פג אחת או ילוד אחת ש ה עבר ל בית ה חולים שניידר ב פתח תקוה	למעט פג אחת או ילוד אחת ש ה עבר ל בית ה חולים שניידר ב פתח תקוה
common_voice_he_39778706	זה לא סתם לדעת עם מי דברת	זה לא סתם לדעת עם מי דברת
common_voice_he_39771292	תכנית ה צמיחה ה נכונה היא זאת ש משקיעה ב תשתית	תכנית ה צמיחה ה נכונה היא זאת ש משקיעה ב תשתית
common_voice_he_39771252	שרק ב עשרים ו תשע אחוזים מה לידות יזכו ב מענק זה	שרק ב עשרים ו תשע אחוזים מה לידות יזכו ב מענק זה
common_voice_he_39771253	קצוץ ב דמי אבטלה ו החמרה ב תנאי ה זכאות ל דמי אבטלה	קצוץ ב דמי אבטלה ו החמרה ב תנאי ה זכאות ל דמי אבטלה
common_voice_he_39771261	זה היה משדר	זה היה משדר
common_voice_he_38146672	כאשר שמעתי ש יש לעשות משהו מ פיך מ יד נצנץ רעיון ב לבי	כאשר שמעתי ש יש לעשות משהו מ פיך מ יד נצנץ רעיון ב לבי
common_voice_he_39771263	אני שמח ש גם היא תומכת ב זה	אני שמח ש גם היא תומכת ב זה
common_voice_he_39771264	ה פעם עשה שימוש מעט שנוי ב מחלקת ב סמכותו	ה פעם עשה שימוש מעט שנוי ב מחלקת ב סמכותו
common_voice_he_39771265	אולי הם יכלו להשפיע בעוד כמה קולות	אולי הם יכלו להשפיע בעוד כמה קולות
common_voice_he_39771290	אני מקנא ב מי ש חי ב עולם וירטואלי	אני מקנא ב מי ש חי ב עולם וירטואלי
common_voice_he_39771291	ה חיילים ה אלה לא יכלו לעשות דבר	ה חיילים ה אלה לא יכלו לעשות דבר
common_voice_he_39771293	קבוצת רעם תעל ו קבוצת ה אחוד ה לאומי מציעים ש סעיף זה ימחק	קבוצת רעם תעל ו קבוצת ה אחוד ה לאומי מציעים ש סעיף זה ימחק
common_voice_he_39771318	אני מסכים ש ה תופעה ה זאת ראויה ל טפול	אני מסכים ש ה תופעה ה זאת ראויה ל טפול
common_voice_he_39771294	כי דברנו מספיק ו עכשיו אנחנו צריכים לעשות ו אף אחת לא פטור מ זה	כי דברנו מספיק ו עכשיו אנחנו צריכים לעשות ו אף אחת לא פטור מ זה
common_voice_he_39771305	לא הבשיל אז ה תהליך עקב העדר נכונות מקבילה ב צד ה שני	לא הבשיל אז ה תהליך עקב העדר נכונות מקבילה ב צד ה שני
common_voice_he_39771306	ה אוצר אומר ש ה עלות ל משק היא מיליארד שקל	ה אוצר אומר ש ה עלות ל משק היא מיליארד שקל
common_voice_he_39771307	זה פעם ראשונה ש אני שומע ש זאת עדות	זה פעם ראשונה ש אני שומע ש זאת עדות
common_voice_he_39771308	ב עשרים ו שש ב דצמבר אלפים ו שלוש פרסם ב מקומון תל אביב	ב עשרים ו שש ב דצמבר אלפים ו שלוש פרסם ב מקומון תל אביב
common_voice_he_39771309	ש אנחנו ב יהודה ו ב שומרון בזכות אבות ו לא ב חסד ה אמות	ש אנחנו ב יהודה ו ב שומרון בזכות אבות ו לא ב חסד ה אמות
common_voice_he_39771315	גם ל וועד ה ממנה שם ו גם ל משרד ה חנוך	גם ל וועד ה ממנה שם ו גם ל משרד ה חנוך
common_voice_he_39771316	ב ערב ה סעודית לא רק של יהודי אסור לגור	ב ערב ה סעודית לא רק של יהודי אסור לגור
common_voice_he_39771317	ו ה שאלה ה נשאלת היא איפה הייתה ה משטרה	ו ה שאלה ה נשאלת היא איפה הייתה ה משטרה
common_voice_he_39778705	אנשים ש פרנסתם ו חייהם מ עץ ה זית ו מ מסיק זיתים	אנשים ש פרנסתם ו חייהם מ עץ ה זית ו מ מסיק זיתים
common_voice_he_39778707	ו גם ש תנאי ה עבודה עצמם הם תנאים אנושיים	ו גם ש תנאי ה עבודה עצמם הם תנאים אנושיים
common_voice_he_39831340	"ו בהם משרדי ה תחבורה ה אוצר ה תמ""ת ה חנוך"	"ו בהם משרדי ה תחבורה ה אוצר ה תמ""ת ה חנוך"
common_voice_he_39831308	מה קורה כאשר נותנים מעבר ל מה ש מגיע	מה קורה כאשר נותנים מעבר ל מה ש מגיע
common_voice_he_39785511	ו הם מוצאים עצמם עוד ה פעם מפגינים כאן ב חוץ	ו הם מוצאים עצמם עוד ה פעם מפגינים כאן ב חוץ
common_voice_he_39785512	כי רנטות מחשבות כ הכנסה לשם גבית אחוזים בעבור תשלום שכר דירה ב דיור מוגן	כי רנטות מחשבות כ הכנסה לשם גבית אחוזים בעבור תשלום שכר דירה ב דיור מוגן
common_voice_he_39785513	כאשר ב כפרים ה ערביים לא מאשרים תכניות בניה	כאשר ב כפרים ה ערביים לא מאשרים תכניות בניה
common_voice_he_39785514	להשקיע ב כביש חוצה שומרון זה ב סדר	להשקיע ב כביש חוצה שומרון זה ב סדר
common_voice_he_39785515	תיסע ב אוטובוס עד רחוב טשנרחובסקי ו שם תחליף ל קורקינט	תיסע ב אוטובוס עד רחוב טשנרחובסקי ו שם תחליף ל קורקינט
common_voice_he_39831293	אתה יודע למה אני כל יום גאה לחזר הביתה	אתה יודע למה אני כל יום גאה לחזר הביתה
common_voice_he_39831294	ו כוחות ה ביטחון מרשים ל משפחות לצאת מה ערים	ו כוחות ה ביטחון מרשים ל משפחות לצאת מה ערים
common_voice_he_39831297	איך תחיה משפחה בת עשר ילדים	איך תחיה משפחה בת עשר ילדים
common_voice_he_39831299	זה לא נושא ש כדאי או אפשר לפתור באמצעות ה מליאה	זה לא נושא ש כדאי או אפשר לפתור באמצעות ה מליאה
common_voice_he_39831309	היא גם מטמטמת ו היא גם בלתי מוסרית	היא גם מטמטמת ו היא גם בלתי מוסרית
common_voice_he_39785447	מקום ה מבנה נבחר על ידי עירית ירושלים	מקום ה מבנה נבחר על ידי עירית ירושלים
common_voice_he_39831310	אבל היא מופנית גם ל בני אדם מחוץ ל כלא	אבל היא מופנית גם ל בני אדם מחוץ ל כלא
common_voice_he_39831311	ה קצוץ ב קצבת ה ילד ה ראשון ו ה שני לא רלוונטי	ה קצוץ ב קצבת ה ילד ה ראשון ו ה שני לא רלוונטי
common_voice_he_39831312	ש אולי מישהו כתב או חתם ב איזה ספר	ש אולי מישהו כתב או חתם ב איזה ספר
common_voice_he_39831318	גם יחיא מוסטפא אגבאריה ו מחמד תאופיק גבארין	גם יחיא מוסטפא אגבאריה ו מחמד תאופיק גבארין
common_voice_he_39831319	לא קרתה ב אירופה ו לא קרתה ב שום מקום	לא קרתה ב אירופה ו לא קרתה ב שום מקום
common_voice_he_39831321	ו אלה השקיעו ב שיפוץ ה תשתיות ב אתר ה ציון	ו אלה השקיעו ב שיפוץ ה תשתיות ב אתר ה ציון
common_voice_he_39831322	מי ייתן לך אשה פרחח שכמותך	מי ייתן לך אשה פרחח שכמותך
common_voice_he_39831338	ש אנחנו יכולים להכניס כל מיני דברים ש מעבר ל סל	ש אנחנו יכולים להכניס כל מיני דברים ש מעבר ל סל
common_voice_he_39831339	הם שטחי שפוט ש נקבעו לפני שנים רבות	הם שטחי שפוט ש נקבעו לפני שנים רבות
common_voice_he_39785449	כ ש זה ב כרטיס ו זה מגהץ אנחנו לא מרגישות	כ ש זה ב כרטיס ו זה מגהץ אנחנו לא מרגישות
common_voice_he_39785446	נעשו ניסיונות לאתר אירועים דומים ל מקרים ה מזכרים ב מכתבך	נעשו ניסיונות לאתר אירועים דומים ל מקרים ה מזכרים ב מכתבך
common_voice_he_39778708	אני מקבל ב כל לבי יש כאן פגיעה לא מבטלת	אני מקבל ב כל לבי יש כאן פגיעה לא מבטלת
common_voice_he_39785411	בוחרים מלכתחילה שופט עליון ש השקפותיו הולמות זרם פוליטי מסים	בוחרים מלכתחילה שופט עליון ש השקפותיו הולמות זרם פוליטי מסים
common_voice_he_39778709	כי ל צערי ה ערף כבר נהפך ל חזית	כי ל צערי ה ערף כבר נהפך ל חזית
common_voice_he_39785388	ו אני לא קורא רק ל צבור ה חלש	ו אני לא קורא רק ל צבור ה חלש
common_voice_he_39785389	ו אני מקווה ו מאמין ש כך זה ימשך	ו אני מקווה ו מאמין ש כך זה ימשך
common_voice_he_39785397	ב צפון אפריקה ש משתנים ממש ל נגד עינינו	ב צפון אפריקה ש משתנים ממש ל נגד עינינו
common_voice_he_39785398	היום אני רוצה להתייחס ל נושא ה אנרגיה ה סולרית	היום אני רוצה להתייחס ל נושא ה אנרגיה ה סולרית
common_voice_he_39785399	גם אם יחפש פרוצדורה משטרתית או משפטית כזו או אחרת	גם אם יחפש פרוצדורה משטרתית או משפטית כזו או אחרת
common_voice_he_39785400	ו עבדה ש ה חברה החזירה שלוש מאות מנות ש הגיעו ל מקור	ו עבדה ש ה חברה החזירה שלוש מאות מנות ש הגיעו ל מקור
common_voice_he_39785409	אולי אפשר לחכות ש יכנס אדוני ה מזכיר	אולי אפשר לחכות ש יכנס אדוני ה מזכיר
common_voice_he_39785410	אני מסתכל ו אני מסרב להאמין פרופסור שלמה אבינרי	אני מסתכל ו אני מסרב להאמין פרופסור שלמה אבינרי
common_voice_he_39785412	כ אלו לא ניהלתם ו כוח עם ה משטרה	כ אלו לא ניהלתם ו כוח עם ה משטרה
common_voice_he_39785444	היא לא יכולה להיכנס ל בתי ה ספר	היא לא יכולה להיכנס ל בתי ה ספר
common_voice_he_39785413	גברים חושבים הרבה יותר על ה אימפריה ה רומית מ נשים זה לא הוכחה ל אינטליגנציה גבוהה מ צדם	גברים חושבים הרבה יותר על ה אימפריה ה רומית מ נשים זה לא הוכחה ל אינטליגנציה גבוהה מ צדם
common_voice_he_39785416	אנחנו מבקשים להחליט מה היא ה כלכלה ה ציונית ה ראויה	אנחנו מבקשים להחליט מה היא ה כלכלה ה ציונית ה ראויה
common_voice_he_39785417	מרפאה זו נותנת מענה טיפולי ל אוכלוסיית שדרות ו ל ישובי ה סביבה	מרפאה זו נותנת מענה טיפולי ל אוכלוסיית שדרות ו ל ישובי ה סביבה
common_voice_he_39785419	אני לא בטוח ש זה לא ידלוף	אני לא בטוח ש זה לא ידלוף
common_voice_he_39785420	ה בעיה היא סדר עדיפויות ו תקציב ש מגיע ל עדה ה זאת	ה בעיה היא סדר עדיפויות ו תקציב ש מגיע ל עדה ה זאת
common_voice_he_39785423	הרי שב עשור ה אחרון ה תכנית ה דורסנית ה זאת קרמה עור ו גידים	הרי שב עשור ה אחרון ה תכנית ה דורסנית ה זאת קרמה עור ו גידים
common_voice_he_39785424	צפורה בקשה עזרה ב ממון משקפי קריאה	צפורה בקשה עזרה ב ממון משקפי קריאה
common_voice_he_42402440	הוא אמר אני מחלק צקים פתוחים	הוא אמר אני מחלק צקים פתוחים
common_voice_he_39785442	זה מקרה ש עלול לקרות ל כל אדם ב כל עת	זה מקרה ש עלול לקרות ל כל אדם ב כל עת
common_voice_he_38146694	תחלה הלכתי ב רצון אבל אחרי כן ראיתי ש לא כדאי נראה	תחלה הלכתי ב רצון אבל אחרי כן ראיתי ש לא כדאי נראה
common_voice_he_38142098	עכשיו נסעה ל מרחקים	עכשיו נסעה ל מרחקים
common_voice_he_38146669	ה אנזים שלי מחדדות גם של סבתא שלי כ אלה	ה אנזים שלי מחדדות גם של סבתא שלי כ אלה
